,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
10148,S. Drăghici,Stephan Drăghici,21,65,Romania,Gaz Metan Mediaş,2000,2021.0,858
10149,D. Garcia,Diego Garcia,22,65,Uruguay,Estudiantes de La Plata,4000,2023.0,984
10150,Saúl Crespo,Saúl Crespo Prieto,22,65,Spain,SD Ponferradina,2000,2020.0,732
10151,I. Ndiaye,Ibrahima Ndiaye,20,65,Senegal,FC Luzern,3000,2023.0,312
10152,L. Maniero,Luca Maniero,24,65,Italy,Cittadella,1000,2023.0,334
10153,J. Hanson,Jamie Hanson,23,65,England,Oxford United,2000,2022.0,693
10154,S. Londoño,Wilmar Santiago Londoño Ruiz,24,65,Colombia,Envigado FC,1000,2020.0,29
10155,M. Harness,Marcus Harness,23,65,England,Portsmouth,3000,2022.0,825
10156,F. Jagiełło,Filip Jagiełło,21,65,Poland,Genoa,3000,2023.0,340
10157,M. Wdowiak,Mateusz Wdowiak,22,65,Poland,Cracovia,2000,2021.0,460
10158,D. Rodríguez,Denis Rodríguez,23,65,Argentina,Newell's Old Boys,4000,2020.0,21
10159,M. Komenda,Marco Komenda,22,65,Germany,SV Meppen,1000,2020.0,923
10160,S. Kroll,Steve Kroll,22,65,Germany,SpVgg Unterhaching,1000,2020.0,681
10161,N. Laursen,Nikolai Laursen,21,65,Denmark,FC Emmen,2000,2022.0,161
10162,A. Hunter,Ashley Hunter,23,65,England,Fleetwood Town,3000,2021.0,894
10163,J. Lindsay,Jamie Lindsay,23,65,Scotland,Rotherham United,3000,2022.0,745
10164,E. Caicedo,Eduar Hernán Caicedo Solís,24,65,Colombia,Deportivo Cali,1000,2021.0,540
10165,A. Hanche-Olsen,Andreas Hanche-Olsen,22,65,Norway,Stabæk Fotball,1000,2020.0,589
10166,B. Stevenson,Ben Stevenson,22,65,England,Colchester United,4000,2021.0,340
10167,S. Aloi,Salvatore Aloi,22,65,Italy,Trapani,1000,2020.0,733
10168,J. Ward,Joe Ward,23,65,England,Peterborough United,3000,2020.0,960
10169,M. Udol,Matthieu Udol,23,65,France,FC Metz,4000,2020.0,923
10170,S. Humphrys,Stephen Humphrys,21,65,England,Southend United,2000,2021.0,2
10171,F. Porath,Finn-Dominik Porath,22,65,Germany,Holstein Kiel,4000,2021.0,340
10172,M. Millar,Matthew Millar,22,65,Australia,Newcastle Jets,1000,2021.0,620
10173,L. Vaca,Leonardo Vaca,23,65,Bolivia,Bolivia,0,,112
10174,R. Williams,Randell Williams,22,65,England,Exeter City,4000,2020.0,312
10175,J. Dacosta,Julien Da Costa,23,65,France,Chamois Niortais Football Club,2000,2020.0,936
10176,J. Riley,Joe Riley,22,65,England,Bradford City,4000,2020.0,650
10177,N. Medvedev,Nikita Medvedev,24,65,Russia,Lokomotiv Moscow,1000,2022.0,938
10178,G. Fechner,Gino Fechner,21,65,Germany,1. FC Kaiserslautern,1000,2020.0,392
10179,G. Hein,Gauthier Hein,22,65,France,Valenciennes FC,2000,2020.0,324
10180,N. Landgraf,Niklas Landgraf,23,65,Germany,Hallescher FC,1000,2021.0,438
10181,M. Opondo,Moses Opondo,21,65,Uganda,Odense Boldklub,3000,2023.0,989
10182,Álex Craninx,Alexandro Marco Craninx Joostens,23,65,Belgium,Molde FK,1000,2021.0,345
10183,J. Bellegarde,Jean-Ricner Bellegarde,21,65,France,RC Strasbourg Alsace,5000,2023.0,743
10184,N. Briasco,Norberto Briasco,23,65,Armenia,Club Atlético Huracán,4000,2021.0,112
10185,L. Bergsma,Léon Bergsma,22,65,Netherlands,AZ Alkmaar,2000,2022.0,195
10186,S. Olsson,Simon Olsson,21,65,Sweden,IF Elfsborg,1000,2021.0,118
10187,M. Paes,Maarten Paes,21,65,Netherlands,FC Utrecht,2000,2021.0,83
10188,Wellington,Wellington Luís Farias da Silva,24,65,Brazil,Gil Vicente FC,2000,2020.0,917
10189,J. Hayes,Jacori Hayes,24,65,United States,FC Dallas,2000,2022.0,966
10190,V. Retamal,Víctor Retamal,21,65,Chile,CD Universidad de Concepción,1000,2020.0,913
10191,Fabio González,Fabio González Estupiñán,22,65,Spain,UD Las Palmas,2000,2021.0,890
10192,N. Tenaglia,Nahuel Tenaglia,23,65,Argentina,Club Atlético Talleres,3000,2022.0,664
10193,N. Estévez,Nahuel Estévez,23,65,Argentina,Estudiantes de La Plata,4000,2020.0,814
10194,Hu Jinghang,胡靖航,22,65,China PR,Shanghai SIPG FC,4000,2020.0,266
10195,A. Herrera,Aaron Herrera,22,65,United States,Real Salt Lake,2000,2019.0,936
10196,N. Baumann,Noam Baumann,23,65,Switzerland,FC Lugano,2000,2022.0,938
10197,A. Abeid,Yacoub Aly Abeid,21,65,Mauritania,Levante UD,4000,2020.0,923
10198,D. Pereira,Dion Pereira,20,65,England,Atlanta United,2000,2021.0,916
10199,B. Diaby,Bambo Diaby,21,65,Spain,Barnsley,3000,2023.0,122
10200,S. Svarnas,Efstratios Svarnas,24,65,Greece,AEK Athens,1000,2023.0,502
10201,A. Pieper,Amos Pieper,21,65,Germany,DSC Arminia Bielefeld,3000,2022.0,401
10202,M. Loría,Marvin Loría,22,65,Costa Rica,Portland Timbers,2000,2019.0,484
10203,Z. Šarlija,Zvonimir Šarlija,22,65,Croatia,PFC CSKA Moscow,1000,2022.0,502
10204,Vitor Caetano,Vitor Caetano Ferreira,20,65,Brazil,Famalicão,2000,2021.0,240
10205,Raphael Aflalo,Raphael Aflalo Lopes Martins,22,65,Brazil,CD Aves,2000,2023.0,771
10206,F. Torres,Felix Torres,22,65,Ecuador,Santos Laguna,4000,2023.0,89
10207,Riccieli,Riccieli da Silva Júnior,20,65,Brazil,Famalicão,2000,2024.0,138
10208,C. Cauz,Cristian Cauz,22,65,Italy,Trapani,1000,2020.0,164
10209,J. Willis,Jordan Willis,24,65,England,Sunderland,3000,2021.0,589
10210,R. Yalçın,Robin Yalçın,25,65,Germany,Yeni Malatyaspor,3000,2020.0,737
10211,M. Desler,Mikkel Desler,24,65,Denmark,FK Haugesund,1000,2021.0,186
10212,I. Ssewankambo,Isak Ssewankambo,23,65,Sweden,Östersunds FK,1000,2021.0,993
10213,E. Andersson,Elias Andersson,23,65,Sweden,IK Sirius,1000,2020.0,569
10214,Héctor,Héctor Hernández Marrero,23,65,Spain,CF Fuenlabrada,2000,2020.0,112
10215,C. Elder,Callum Elder,24,65,Australia,Hull City,3000,2022.0,721
10216,M. Derrien,Maxence Derrien,25,65,France,FC Chambly Oise,1000,2020.0,677
10217,G. Rea,Glen Rea,24,65,Republic of Ireland,Luton Town,4000,2020.0,392
10218,B. Purrington,Ben Purrington,23,65,England,Charlton Athletic,4000,2022.0,923
10219,M. Pepić,Mirnes Pepić,23,65,Montenegro,FC Hansa Rostock,2000,2020.0,750
10220,N. Sonko Sundberg,Noah Sonko Sundberg,23,65,Sweden,Östersunds FK,1000,2021.0,480
10221,Aarón,Aarón Escandell,23,65,Spain,Granada CF,3000,2020.0,29
10222,F. Di Mariano,Francesco Di Mariano,23,65,Italy,Venezia FC,1000,2022.0,825
10223,G. Wüthrich,Gregory Wüthrich,24,65,Switzerland,BSC Young Boys,4000,2020.0,547
10224,E. Smith,Eric Smith,22,65,Sweden,KAA Gent,4000,2022.0,355
10225,L. Chávez,Luis Gerardo Chávez Magallón,23,65,Mexico,Pachuca,5000,2020.0,569
10226,D. Ball,Dominic Ball,23,65,England,Queens Park Rangers,2000,2021.0,687
10227,L. Kinsella,Liam Kinsella,23,65,Republic of Ireland,Walsall,5000,2021.0,965
10228,F. Cristaldo,Franco Cristaldo,22,65,Argentina,Central Córdoba,3000,2024.0,733
10229,D. van Bruggen,Damian van Bruggen,23,65,Netherlands,VVV-Venlo,2000,2020.0,648
10230,F. Rawson,Farrend Rawson,22,65,England,Forest Green Rovers,4000,2020.0,465
10231,T. Moore,Tafari Lalibela Moore,21,65,England,Plymouth Argyle,3000,2020.0,936
10232,H. Matynia,Hubert Matynia,23,65,Poland,Pogoń Szczecin,2000,2020.0,954
10233,M. Cardona,Kevin Mateo Cardona Bedoya,23,65,Colombia,Cúcuta Deportivo,1000,2022.0,686
10234,He Chao,何超,24,65,China PR,Jiangsu Suning FC,5000,2019.0,92
10235,Carlos Blanco,Carlos Blanco Moreno,23,65,Spain,Villarreal CF,6000,2020.0,466
10236,T. Loska,Tomasz Loska,23,65,Poland,Górnik Zabrze,1000,2021.0,747
10237,M. Latour,Mickaël Mathieu Latour,23,65,France,FC Chambly Oise,2000,2020.0,884
10238,G. Castrovilli,Gaetano Castrovilli,22,65,Italy,Fiorentina,10000,2021.0,746
10239,J. Günther-Schmidt,Julian Günther-Schmidt,24,65,Germany,FC Carl Zeiss Jena,1000,2021.0,363
10240,Sergio Buenacasa,Sergio Buenacasa Alba,23,65,Spain,SD Ponferradina,3000,2020.0,112
10241,C. Colkett,Charlie Colkett,22,65,England,Östersunds FK,2000,2021.0,569
10242,P. Jaquez,Pablo Jaquez,23,65,Mexico,U.N.A.M.,4000,2024.0,653
10243,B. Barry,Boubacar Barry,23,65,Germany,KFC Uerdingen 05,2000,2020.0,14
10244,R. Sweeney,Ryan Sweeney,22,65,Republic of Ireland,Mansfield Town,4000,2021.0,66
10245,Clavería,Pablo Clavería Herraíz,23,65,Spain,CF Fuenlabrada,2000,2020.0,745
10246,B. Karamoko,Benjamin  Kantie Karamoko,24,65,Ivory Coast,FK Haugesund,1000,2021.0,751
10247,E. Yao,Eloge Yao,23,65,Ivory Coast,FC Lugano,2000,2020.0,770
10248,R. Amin,Rewan Amin,23,65,Netherlands,Östersunds FK,2000,2021.0,556
10249,G. Dulanto,Gustavo Dulanto,23,65,Peru,Boavista FC,2000,2021.0,442
10250,M. Caufriez,Maximiliano Caufriez,22,65,Belgium,Waasland-Beveren,3000,2021.0,344
10251,J. Lelieveld,Julian Lelieveld,21,65,Netherlands,Vitesse,3000,2020.0,749
10252,D. Schad,Dominik Schad,22,65,Germany,1. FC Kaiserslautern,1000,2021.0,150
10253,T. Nishimura,西村 拓真,22,65,Japan,PFC CSKA Moscow,1000,2022.0,476
10254,L. Putaro,Leandro Putaro,22,65,Germany,Eintracht Braunschweig,2000,2021.0,358
10255,M. Ali,Mukhtar Ali,21,65,Saudi Arabia,Vitesse,4000,2020.0,10
10256,Asier Benito,Asier Benito Sasiain,24,65,Spain,SD Ponferradina,3000,2020.0,482
10257,R. Moise,Romario Moise,23,65,Romania,Astra Giurgiu,3000,2020.0,989
10258,E. Serje,Enrique Carlos Serje Orozco,23,65,Colombia,Once Caldas,1000,2020.0,687
10259,M. Svensson,Max Svensson,21,65,Sweden,Helsingborgs IF,1000,2021.0,960
10260,C. Morra,Claudio Morra,24,65,Italy,Virtus Entella,1000,2022.0,348
10261,S. Ngezana,Siyabonga Ngezana,21,65,South Africa,Kaizer Chiefs,1000,2020.0,335
10262,Josema,José Manuel Sánchez Guillén,23,65,Spain,Extremadura UD,2000,2020.0,522
10263,K. Ford,Kortne Ford,23,65,United States,Colorado Rapids,2000,2022.0,95
10264,H. Suárez,Harlin José Suárez Torres,25,65,Colombia,Once Caldas,1000,2022.0,743
10265,T. Dekker,Tristan Dekker,21,65,Netherlands,VVV-Venlo,2000,2021.0,41
10266,Guridi,Jon Guridi Aldalur,24,65,Spain,CD Mirandés,2000,2020.0,997
10267,D. Volkmer,Dominic Volkmer,23,65,Germany, SSV Jahn Regensburg,3000,2020.0,731
10268,M. Nzola,M'Bala Nzola,22,65,France,Trapani,1000,2021.0,289
10269,S. Ahannach,Soufyan Ahannach,23,65,Netherlands,Brighton & Hove Albion,11000,2020.0,161
10270,W. Vorsager,Wilhelm Vorsager,22,65,Austria,FC Admira Wacker Mödling,3000,2020.0,201
10271,M. Costly,Marcel Costly,23,65,Germany,1. FC Magdeburg,2000,2020.0,57
10272,R. Kapić,Rifet Kapić,23,65,Bosnia Herzegovina,SC Paderborn 07,5000,2022.0,7
10273,D. Cornelius,Derek Cornelius,21,65,Canada,Vancouver Whitecaps FC,2000,2020.0,375
10274,E. Karic,Emir Karic,22,65,Austria,SCR Altach,3000,2020.0,414
10275,C. Kühlwetter,Christian Kühlwetter,23,65,Germany,1. FC Kaiserslautern,2000,2021.0,704
10276,Y. Ibrahimaj,Ylldren Ibrahimaj,23,65,Kosovo,Viking FK,1000,2020.0,773
10277,M. Castro,Manuel Castro,23,65,Uruguay,Estudiantes de La Plata,4000,2022.0,787
10278,Ruan Teles,Ruan Ribeiro Teles,21,65,Brazil,Clube Sport Marítimo,2000,2020.0,927
10279,M. Diaby,Mohamed Diaby,22,65,France,FC Paços de Ferreira,2000,2023.0,278
10280,R. Sánchez,Richard Sánchez,23,65,Paraguay,Paraguay,0,,743
10281,J. Graterol,Joel Graterol,22,65,Venezuela,Venezuela,0,,205
10282,E. Lombardo,Enzo Lombardo,22,65,France,Racing Santander,2000,2020.0,746
10283,D. Crnomarković,Đorđe Crnomarković,25,65,Serbia,Lech Poznań,3000,2022.0,375
10284,Henrique Gomes,Henrique Martins Gomes,23,65,Portugal,Gil Vicente FC,2000,2023.0,325
10285,S. Kersten,Sam Kersten,21,65,Netherlands,PEC Zwolle,2000,2021.0,480
10286,B. El Mohamady,Baher El Mohamady,22,65,Egypt,Egypt,0,,47
10287,R. Inniss,Ryan Inniss,24,65,England,Crystal Palace,10000,2020.0,16
10288,M. Ingram,Matt Ingram,25,65,England,Hull City,3000,2022.0,670
10289,B. Aloé,Baptiste Aloé,25,65,France,Valenciennes FC,2000,2020.0,718
10290,A. Dźwigała,Adam Dźwigała,23,65,Poland,CD Aves,3000,2022.0,480
10291,B. Kwiecień,Bartosz Kwiecień,25,65,Poland,Jagiellonia Białystok,3000,2021.0,517
10292,C. Camps,Callum Camps,23,65,Northern Ireland,Rochdale,2000,2020.0,550
10293,S. Goss,Sean Goss,23,65,Germany,Shrewsbury,3000,2021.0,569
10294,J. Karlström,Jesper Karlström,24,65,Sweden,Djurgårdens IF,2000,2019.0,707
10295,S. Tarashaj,Shani Tarashaj,24,65,Switzerland,FC Emmen,2000,2021.0,845
10296,J. Hiwula,Jordy Hiwula,24,65,England,Coventry City,3000,2020.0,448
10297,H. McGahey,Harrison McGahey,23,65,England,Scunthorpe United,4000,2021.0,563
10298,A. Tahiri,Anas Tahiri,24,65,Morocco,RKC Waalwijk,2000,2021.0,165
10299,E. O'Connell,Eoghan O'Connell,23,65,Republic of Ireland,Rochdale,1000,2021.0,465
10300,J. Hamilton,Jordan Patrick Dear Hamilton,23,65,Canada,Columbus Crew SC,2000,2020.0,359
10301,V. Slivka,Vykintas Slivka,24,65,Lithuania,Hibernian,2000,2020.0,355
10302,T. James,Tom James,23,65,Wales,Hibernian,2000,2022.0,796
10303,O. Kocuk,Okan Kocuk,23,65,Turkey,Galatasaray SK,9000,2023.0,64
10304,L. Coyle,Lewie Coyle,23,65,England,Fleetwood Town,2000,2019.0,936
10305,A. Ciranni,Alessandro Ciranni,23,65,Belgium,Royal Excel Mouscron,3000,2022.0,251
10306,Marco,Marco Aurélio Ribeiro Sousa,24,65,Portugal,FC Paços de Ferreira,2000,2020.0,747
10307,I. Colman,Iván Colman,24,65,Argentina,Argentinos Juniors,3000,2020.0,852
10308,J. Pohl,Jannik Pohl,23,65,Denmark,FC Groningen,3000,2021.0,992
10309,J. Palacios,Jeisson Andrés Palacios Murillo,25,65,Colombia,Alianza Petrolera,1000,2024.0,502
10310,L. Klemenz,Lukas Klemenz,23,65,Poland,Wisła Kraków,2000,2020.0,316
10311,Y. Rahmani,Yanis Rahmani,24,65,France,UD Almería,2000,2022.0,533
10312,Lucas Ahijado,Lucas Ahijado Quintana,24,65,Spain,Real Oviedo,2000,2020.0,655
10313,T. Agyepong,Thomas Agyepong,23,65,Ghana,Waasland-Beveren,3000,2024.0,728
10314,M. Hilßner,Marcel Hilßner,24,65,Germany,SC Paderborn 07,5000,2021.0,431
10315,E. Oelschlägel,Eric Oelschlägel,23,65,Germany,Borussia Dortmund,9000,2020.0,427
10316,Isi,Isaac Palazón Camacho,24,65,Spain,SD Ponferradina,2000,2020.0,728
10317,Gonçalo Tavares,Gonçalo Alexandre Glórias Tavares,22,65,Portugal,Os Belenenses,2000,2021.0,41
10318,G. Hamer,Gustavo Hamer,22,65,Netherlands,PEC Zwolle,2000,2021.0,79
10319,S. Omeonga,Stephane Omeonga,23,65,Belgium,KSV Cercle Brugge,3000,2020.0,11
10320,Seo Young Jae,서영재 徐永在,24,65,Korea Republic,Holstein Kiel,3000,2020.0,721
10321,Na Sang Ho,나상호 那尚昊,22,65,Korea Republic,FC Tokyo,3000,2020.0,976
10322,R. Scheu,Robin Scheu,24,65,Germany,SV Sandhausen,2000,2021.0,620
10323,B. Kraev,Bozhidar Kraev,22,65,Bulgaria,Gil Vicente FC,3000,2020.0,435
10324,S. Ingolitsch,Sandro Ingolitsch,22,65,Austria,SKN St. Pölten,4000,2020.0,957
10325,Joca,Jorge Samuel  Figueiredo Fernandes,23,65,Portugal,Rio Ave FC,2000,2021.0,165
10326,R. Taylor,Robert Thomas Taylor,24,65,Finland,Tromsø IL,1000,2021.0,171
10327,Lucas Marques,Lucas Marques de Oliveira,24,65,Brazil,Santa Clara,1000,2022.0,890
10328,N. Sessa,Nicolás Sessa,23,65,Germany,FC Erzgebirge Aue,2000,2021.0,13
10329,A. Romero,Hermes Aristóteles Romero,23,65,Venezuela,Crotone,1000,2021.0,881
10330,M. Kolar,Marko Kolar,24,65,Croatia,FC Emmen,2000,2021.0,348
10331,A. Lotti,Augusto Lotti,23,65,Argentina,Atlético Tucumán,3000,2022.0,978
10332,G. Lillard,Grant Lillard,23,65,United States,Chicago Fire,2000,2020.0,540
10333,C. Krempicki,Connor Krempicki,24,65,Germany,MSV Duisburg,1000,2020.0,989
10334,Isma Cerro,Ismael Cerro Sánchez,23,65,Spain,Real Sporting de Gijón,3000,2021.0,646
10335,F. Castro,Facundo Castro,24,65,Uruguay,CD O'Higgins,2000,2021.0,197
10336,A. Abdu,Ahmed Abdu,22,65,Saudi Arabia,Al Wehda,6000,2022.0,112
10337,S. Gassama,Sekou Gassama Cissokho,24,65,Spain,UD Almería,2000,2020.0,585
10338,A. Traoré,Adama Traoré,24,65,Mali,FC Metz,5000,2022.0,884
10339,S. Hatanaka,畠中 槙之輔,23,65,Japan,Yokohama F. Marinos,2000,2022.0,127
10340,R. Hirose,広瀬 陸斗,23,65,Japan,Yokohama F. Marinos,2000,2022.0,41
10341,W. Togui,William Togui,22,65,Ivory Coast,KV Mechelen,4000,2022.0,266
10342,A. Ivanov,Antoni Ivanov,23,65,Bulgaria,Universitatea Craiova,3000,2023.0,701
10343,I. Panțîru,Ionuț Panțîru,23,65,Romania,FCSB (Steaua),3000,2024.0,660
10344,S. Weissman,Shon Weissman,23,65,Israel,Wolfsberger AC,4000,2021.0,978
10345,Mathiola,Rodrigo Antonio Mathiola,21,65,Brazil,Vitória de Setúbal,1000,2024.0,646
10346,G. Muzinga,Glody Ngonda Muzinga,24,65,DR Congo,Dijon FCO,3000,2021.0,923
10347,M. Angha,Martin Angha,25,65,Switzerland,FC Sion,7000,2020.0,932
10348,A. Cairns,Alex Cairns,26,65,England,Fleetwood Town,2000,2021.0,175
10349,J. Alnwick,Jak Alnwick,26,65,England,Blackpool,2000,2020.0,293
10350,P. Camara,Papa Demba Oumar Camara,26,65,Senegal,Grenoble Foot 38,2000,2020.0,29
10351,H. Toffolo,Harry Toffolo,23,65,England,Lincoln City,3000,2020.0,120
10352,D. Cole,Devante Cole,24,65,England,Motherwell,2000,2020.0,266
10353,J. Pigott,Joe Pigott,25,65,England,AFC Wimbledon,3000,2021.0,482
10354,C. Pym,Christy Pym,24,65,England,Peterborough United,2000,2022.0,29
10355,A. Al Hafith,Abdullah Fareed Al Hafith,26,65,Saudi Arabia,Al Hilal,8000,2021.0,466
10356,M. Sayouba,Mandé Sayouba,26,65,Ivory Coast,Odense Boldklub,3000,2023.0,875
10357,B. Galloway,Brendan Galloway,23,65,England,Luton Town,4000,2022.0,164
10358,B. Jopek,Björn Jopek,25,65,Germany,Hallescher FC,2000,2020.0,605
10359,C. Lykogiannis,Charalampos Lykogiannis,25,65,Greece,Cagliari,7000,2022.0,719
10360,B. Smith,Brad Smith,25,65,Australia,Seattle Sounders FC,2000,2019.0,678
10361,F. Olinga,Fabrice Olinga Essono,23,65,Cameroon,Royal Excel Mouscron,3000,2021.0,420
10362,S. O'Neill,Shane O'Neill,25,65,United States,Orlando City SC,2000,2021.0,248
10363,D. Wein,Daniel Wein,25,65,Germany,TSV 1860 München,1000,2021.0,693
10364,S. Mauk,Stefan Mauk,23,65,Australia,Brisbane Roar,2000,2022.0,733
10365,C. Fiore,Corentin Fiore,24,65,Belgium,KSV Cercle Brugge,3000,2020.0,164
10366,A. Al Ghamdi,Abdulrahman Al Ghamdi,24,65,Saudi Arabia,Al Ittihad,8000,2020.0,763
10367,T. Lapslie,Tom Lapslie,23,65,England,Colchester United,3000,2021.0,890
10368,M. Aaquist,Mads Aaquist,24,65,Denmark,FC Nordsjælland,3000,2020.0,922
10369,D. Balanta,Deivy Alexander Balanta Abonía,25,65,Colombia,Millonarios FC,1000,2020.0,141
10370,N. Avellaneda,Nicolás Gastón Avellaneda,26,65,Argentina,Defensa y Justicia,3000,2020.0,187
10371,R. Contreras,Rodrigo Contreras,23,65,Argentina,Club Necaxa,4000,2020.0,289
10372,B. Ndoye,Birama Ndoye,25,65,Senegal,FC Sion,7000,2020.0,593
10373,M. Goblet,Merveille Goblet,24,65,Belgium,KSV Cercle Brugge,2000,2021.0,893
10374,C. Tanner,Craig Tanner,24,65,England,Motherwell,2000,2020.0,916
10375,D. Hładun,Dominik Hładun,23,65,Poland,Zagłębie Lubin,1000,2021.0,440
10376,V. Sulejmani,Valmir Sulejmani,23,65,Kosovo,SV Waldhof Mannheim,1000,2020.0,933
10377,M. Lundemo,Marius Lundemo,25,65,Norway,Rosenborg BK,2000,2020.0,355
10378,Steven Pereira,Steven Fernandes Pereira,25,65,Cape Verde,Santa Clara,2000,2022.0,563
10379,L. Jäger,Lukas Jäger,25,65,Austria,1. FC Nürnberg,3000,2020.0,176
10380,B. Youssouf,Benjaloud Youssouf,25,65,Comoros,AJ Auxerre,2000,2020.0,424
10381,T. Knoflach,Tobias Knoflach,25,65,Austria,SK Rapid Wien,3000,2020.0,795
10382,M. Osei Kwadwo,Manfred Osei Kwadwo,24,65,Ghana,1. FC Magdeburg,2000,2020.0,382
10383,T. Ebuehi,Tyronne Ebuehi,23,65,Nigeria,SL Benfica,3000,2023.0,932
10384,D. Dos Santos,Dabney dos Santos Souza,22,65,Netherlands,Heracles Almelo,2000,2020.0,481
10385,F. Strauss,Fabio Strauss,24,65,Austria,FC Admira Wacker Mödling,3000,2024.0,16
10386,Iván Calero,Iván Calero Ruiz,24,65,Spain,CD Numancia,3000,2021.0,858
10387,A. Portales,Juan Antonio Portales Villarreal,23,65,Mexico,Atlético de San Luis,3000,2020.0,433
10388,D. Baumann,Dominic Baumann,24,65,Germany,FC Würzburger Kickers,2000,2021.0,613
10389,M. Quiñones,Mairon Quiñones,23,65,Colombia,Deportivo Pasto,1000,2020.0,721
10390,S. Sprangler,Sven Sprangler,24,65,Austria,Wolfsberger AC,3000,2020.0,206
10391,J. van der Lely,Jeroen van der Lely,23,65,Netherlands,FC Twente,2000,2020.0,41
10392,V. Sanogo,Vamara Sanogo,24,65,France,Legia Warszawa,3000,2021.0,87
10393,Adri Castellano,Adrián Castellano Cobacho,25,65,Spain,CD Numancia,3000,2021.0,164
10394,João Nunes,João Aniceto Grandela Nunes,23,65,Portugal,Panathinaikos FC,1000,2022.0,252
10395,G. Rehak,Gonzalo Rehak,26,65,Argentina,Independiente,4000,2021.0,917
10396,Jung Won Jin,정원진 政原进,24,65,Korea Republic,FC Seoul,2000,2021.0,989
10397,M. Nalepa,Michał Nalepa,24,65,Poland,Arka Gdynia,2000,2020.0,159
10398,R. Edwards,Raheem Edwards,23,65,Canada,Chicago Fire,2000,2019.0,662
10399,M. Parra,Mario Alejandro Parra Pérez,25,65,Chile,Curicó Unido,1000,2020.0,633
10400,D. Graovac,Daniel Graovac,25,65,Bosnia Herzegovina,Astra Giurgiu,3000,2022.0,308
10401,A. Crognale,Alex Crognale,24,65,United States,Columbus Crew SC,2000,2019.0,547
10402,B. Bvuma,Bruce Bvuma,24,65,South Africa,Kaizer Chiefs,1000,2020.0,29
10403,F. Weber,Felix Weber,24,65,Germany,TSV 1860 München,1000,2020.0,563
10404,F. Hansch,Florian Hansch,23,65,Germany,Hallescher FC,2000,2020.0,978
10405,M. Kleinsorge,Marius Kleinsorge,23,65,Germany,SV Meppen,1000,2020.0,437
10406,S. Bösel,Sebastian Bösel,24,65,Germany,SG Sonnenhof Großaspach,2000,2020.0,299
10407,M. Eisa,Mo Eisa,24,65,Sudan,Peterborough United,3000,2023.0,741
10408,M. Košťál,Martin Košťál,23,65,Slovakia,Jagiellonia Białystok,3000,2022.0,960
10409,Claudio,Claudio Medina Ricoy,25,65,Spain,Elche CF,2000,2020.0,302
10410,G. Mainero,Guido Mainero,24,65,Argentina,Defensa y Justicia,3000,2020.0,950
10411,E. Sosa,Eduardo Sosa,23,65,Venezuela,Columbus Crew SC,2000,2019.0,669
10412,Ricardo Friedrich,Ricardo Schuck Friedrich,26,65,Brazil,FK Bodø/Glimt,1000,2019.0,440
10413,D. Saddiki,Dries Saddiki,22,65,Netherlands,Willem II,2000,2021.0,745
10414,J. Donisa,Julio Donisa,25,65,France,Clermont Foot 63,2000,2021.0,189
10415,I. Rondanini,Ivan Rondanini,24,65,Italy,US Cremonese,1000,2022.0,932
10416,Cadete,Enrique López Fernández,25,65,Spain,Querétaro,3000,2020.0,923
10417,A. Luković,Andrija Luković,24,65,Serbia,Raków Częstochowa,1000,2023.0,431
10418,W. Clar,Walter Clar,24,65,Paraguay,Boavista FC,2000,2020.0,721
10419,Kaxe,Álex Aizpuru Aizbitarte,25,65,Spain,SD Ponferradina,3000,2020.0,566
10420,A. Abdi,Ali Abdi,25,65,Tunisia,Paris FC,2000,2021.0,923
10421,L. Koopmans,Luuk Koopmans,26,65,Netherlands,PSV,3000,2020.0,529
10422,M. Crooks,Matt Crooks,25,65,England,Rotherham United,3000,2022.0,403
10423,J. Graham,Jordan Graham,24,65,England,Wolverhampton Wanderers,14000,2020.0,558
10424,P. Perina,Pietro Perina,27,65,Italy,Cosenza,1000,2021.0,680
10425,M. Koch,Menno Koch,24,65,Netherlands,KAS Eupen,3000,2022.0,830
10426,Jin Seong Wook,진성욱 陈成昱,25,65,Korea Republic,Sangju Sangmu FC,1000,2020.0,359
10427,A. Kamara,Alhaji Kamara,25,65,Sierra Leone,Randers FC,4000,2022.0,231
10428,L. Hägg-Johansson,Lucas Hägg-Johansson,24,65,Sweden,Kalmar FF,1000,2019.0,334
10429,Higinio,Higinio Marín Escavy,25,65,Spain,CD Numancia,3000,2020.0,348
10430,J. Wallens,Johan Wallens Otálvaro,26,65,Colombia,Deportivo Cali,1000,2020.0,795
10431,M. De Iriondo,Manuel De Iriondo,26,65,Argentina,Unión de Santa Fe,4000,2020.0,965
10432,Iván Márquez,Iván Márquez Álvarez,25,65,Spain,Korona Kielce,2000,2020.0,466
10433,A. Mastalli,Alessandro Mastalli,23,65,Italy,Castellammare di Stabia,1000,2021.0,571
10434,Guille Donoso,Guillermo Donoso Alonso,23,65,Spain,SD Ponferradina,2000,2020.0,688
10435,G. Lefebvre,Grégoire Lefebvre,25,65,France,AS Nancy Lorraine,2000,2022.0,743
10436,M. Hairston,Marlon Hairston,25,65,United States,Houston Dynamo,2000,2024.0,620
10437,T. Thompson,Tommy Thompson,23,65,United States,San Jose Earthquakes,2000,2019.0,159
