,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
10676,A. Bunjaku,Albert Bunjaku,35,65,Kosovo,Viktoria Köln,1000,2020.0,213
10677,S. Ağçay,Sedat Ağçay,37,65,Turkey,MKE Ankaragücü,4000,2020.0,602
10678,C. Frăsinescu,Cosmin Frăsinescu,34,65,Romania,Politehnica Iaşi,2000,2023.0,688
10679,S. Peszko,Sławomir Peszko,34,65,Poland,Lechia Gdańsk,3000,2020.0,440
10680,A. Danielsen,André Danielsen,34,65,Norway,Viking FK,1000,2019.0,748
10681,K. Arkivuo,Kari Arkivuo,36,65,Finland,BK Häcken,1000,2019.0,629
10682,F. Mader,Florian Mader,36,65,Austria,WSG Tirol,2000,2023.0,757
10683,S. Brown,Scott Brown,34,65,England,Port Vale,3000,2021.0,938
10684,G. Zakuani,Gabriel Zakuani,33,65,DR Congo,Gillingham,3000,2020.0,60
10685,O. Occéan,Olivier Occéan,37,65,Canada,Mjøndalen IF,1000,2019.0,152
10686,M. Roman,Mihai Roman,34,65,Romania,FCSB (Steaua),4000,2020.0,960
10687,V. Demidov,Vadim Demidov,32,65,Norway,Stabæk Fotball,1000,2019.0,859
10688,J. Szmatuła,Jakub Szmatuła,38,65,Poland,Piast Gliwice,1000,2019.0,521
10689,P. Nymann,Peter Nymann Mikkelsen,36,65,Denmark,AC Horsens,2000,2020.0,889
10690,T. Černý,Tomáš Černý,34,65,Czech Republic,Aberdeen,2000,2023.0,429
10691,M. Mills,Matthew Mills,32,65,England,Forest Green Rovers,5000,2020.0,732
10692,A. El-Abd,Adam Mohamad El-Abd,34,65,Egypt,Wycombe Wanderers,2000,2020.0,835
10693,A. Akinfenwa,Adebayo Akinfenwa,37,65,England,Wycombe Wanderers,2000,2020.0,798
10694,Y. Abe,阿部 勇樹,37,65,Japan,Urawa Red Diamonds,2000,2023.0,112
10695,I. Vázquez,Edmundo Iván Vázquez Mellado Pérez,36,65,Mexico,FC Juárez,2000,2023.0,443
10696,M. Hernández,Edgar Melitón Hernández Cabrera,36,65,Mexico,Tiburones Rojos de Veracruz,1000,2023.0,458
10697,J. Mackie,Jamie Mackie,33,65,Scotland,Oxford United,3000,2020.0,88
10698,D. Edwards,David Edwards,33,65,Wales,Shrewsbury,3000,2021.0,665
10699,R. Gartler,René Gartler,33,65,Austria,SKN St. Pölten,5000,2020.0,278
10700,H. Drost,Henrico Drost,32,65,Netherlands,RKC Waalwijk,2000,2020.0,403
10701,C. Doyle,Colin Doyle,34,65,Republic of Ireland,Heart of Midlothian,2000,2021.0,936
10702,M. Caranta,Mauricio Ariel Caranta,40,65,Argentina,Club Atlético Talleres,2000,2020.0,749
10703,S. Cox,Simon Cox,32,65,Republic of Ireland,Southend United,3000,2020.0,560
10704,L. Varney,Luke Varney,36,65,England,Cheltenham Town,3000,2020.0,562
10705,F. Cosenza,Francesco Cosenza,33,65,Italy,Lecce,4000,2020.0,543
10706,S. Darbion,Stéphane Darbion,35,65,France,ESTAC Troyes,2000,2020.0,934
10707,C. Morgan,Craig Morgan,34,65,Wales,Fleetwood Town,3000,2020.0,16
10708,T. McMahon,Anthony McMahon,33,65,England,Oxford United,3000,2020.0,359
10709,R. Boukari,Abdoulrazak Boukari Fafadji,32,65,Togo,La Berrichonne de Châteauroux,2000,2020.0,799
10710,M. Done,Matt Done,30,65,Wales,Rochdale,2000,2021.0,301
10711,M. Al Shalhoub,Mohammad Bander Al Shalhoub,38,65,Saudi Arabia,Al Hilal,7000,2024.0,891
10712,G. Karanović,Goran Karanović,31,65,Switzerland,Sepsi OSK,4000,2021.0,942
10713,J. Martins Pereira,Jonathan Martins Pereira,33,65,France,FC Lorient,2000,2020.0,190
10714,M. O'Connor,Michael O'Connor,31,65,Northern Ireland,Lincoln City,4000,2020.0,509
10715,R. Griffiths,Rostyn Griffiths,31,65,Australia,Melbourne City FC,3000,2020.0,973
10716,C. Woods,Calum Woods,32,65,England,Tranmere Rovers,2000,2020.0,562
10717,J. Grounds,Jonathan Grounds,31,65,England,Birmingham City,4000,2020.0,958
10718,G. Liddle,Gary Liddle,33,65,England,Walsall,5000,2020.0,969
10719,J. Brown,Junior Brown,30,65,England,Coventry City,3000,2020.0,742
10720,S. Gleeson,Stephen Gleeson,30,65,Republic of Ireland,Aberdeen,2000,2020.0,509
10721,S. Golbourne,Scott Golbourne,31,65,England,Shrewsbury,3000,2021.0,833
10722,G. Faivre,Guillaume Faivre,32,65,Switzerland,FC Thun,3000,2020.0,458
10723,E. Palos,Enrique Eduardo Palos Reyes,33,65,Mexico,FC Juárez,4000,2024.0,735
10724,M. Yıldırım,Murat Yıldırım,32,65,Turkey,Yeni Malatyaspor,4000,2020.0,728
10725,D. Semenzato,Daniel Semenzato,32,65,Italy,Pordenone,1000,2021.0,479
10726,A. Lienhart,Andreas Lienhart,33,65,Austria,TSV Hartberg,2000,2021.0,278
10727,Aitor,Aitor Fernández López,32,65,Spain,Extremadura UD,2000,2020.0,542
10728,R. Zelaya,Rodolfo Antonio Zelaya García,30,65,El Salvador,Los Angeles FC,3000,2020.0,354
10729,L. Stevenson,Lewis Stevenson,31,65,Scotland,Hibernian,2000,2021.0,833
10730,S. Luchin,Srgian Luchin,33,65,Romania,FC Hermannstadt,2000,2020.0,183
10731,T. Röttger,Timo Röttger,33,65,Germany,SG Sonnenhof Großaspach,2000,2020.0,232
10732,Z. Zlámal,Zdeněk Zlámal,33,65,Czech Republic,Heart of Midlothian,2000,2021.0,336
10733,L. Figueroa,Luis Pedro Figueroa Sepúlveda,36,65,Chile,CD Universidad de Concepción,1000,2019.0,213
10734,F. Assmann,Walter Fabián Assmann,33,65,Argentina,Club Atlético Aldosivi,2000,2020.0,62
10735,A. Raineau,Alexandre Raineau,33,65,France,La Berrichonne de Châteauroux,2000,2020.0,994
10736,E. Brambila,Edy Germán Brambila Rosales,33,65,Mexico,FC Juárez,5000,2022.0,987
10737,C. Gönen,Cenk Gönen,31,65,Turkey,Málaga CF,2000,2020.0,155
10738,C. Kum,Christian Kum,33,65,Germany,VVV-Venlo,2000,2020.0,578
10739,D. Bassi,Davide Bassi,34,65,Italy,Spezia,1000,2022.0,878
10740,A. Paolucci,Andrea Paolucci,32,65,Italy,Virtus Entella,1000,2022.0,333
10741,G. Sarmov,Georgi Zdravkov Sarmov,33,65,Bulgaria,Chemnitzer FC,1000,2021.0,37
10742,D. Worrall,David Worrall,29,65,England,Port Vale,4000,2020.0,577
10743,D. Perkins,David Perkins,37,65,England,Tranmere Rovers,2000,2020.0,808
10744,O. Bozanic,Oliver Bozanić,30,65,Australia,Heart of Midlothian,2000,2020.0,86
10745,Isidoro,José Isidoro Gómez Torres,32,65,Spain,FK Bodø/Glimt,1000,2019.0,361
10746,N. Topor-Stanley,Nikolai Topor-Stanley,34,65,Australia,Newcastle Jets,1000,2021.0,897
10747,A. Hainault,André Hainault,33,65,Canada,1. FC Kaiserslautern,2000,2020.0,930
10748,M. Almebäck,Michael Almebäck,31,65,Sweden,Örebro SK,2000,2021.0,60
10749,D. Bouzanis,Dean Bouzanis,28,65,Australia,Melbourne City FC,3000,2020.0,637
10750,N. Boogaard,Nigel Boogaard,32,65,Australia,Newcastle Jets,1000,2020.0,543
10751,A. Lukse,Andreas Lukse,31,65,Austria,1. FC Nürnberg,3000,2021.0,62
10752,Wu Yan,吴龑,30,65,China PR,Henan Jianye FC,3000,2022.0,908
10753,Yang Xu,杨旭,32,65,China PR,Tianjin Quanjian FC,6000,2021.0,619
10754,N. Bishop,Neal Bishop,37,65,England,Mansfield Town,4000,2020.0,47
10755,Zhang Wenzhao,张文钊,32,65,China PR,Beijing Renhe FC,4000,2019.0,387
10756,Sui Donglu,隋东陆,36,65,China PR,Henan Jianye FC,3000,2019.0,860
10757,T. Gebhart,Timo Gebhart,30,65,Germany,TSV 1860 München,1000,2020.0,774
10758,J. Leutwiler,Jayson Leutwiler,30,65,Canada,Blackburn Rovers,4000,2020.0,908
10759,J. Jacobson,Joe Jacobson,32,65,Wales,Wycombe Wanderers,2000,2020.0,450
10760,Y. Amankwah,Yaw Amankwah,30,65,Norway,Stabæk Fotball,1000,2021.0,576
10761,A. Ogogo,Abumere Tafadzwa Ogogo,29,65,England,Bristol Rovers,3000,2021.0,971
10762,A. Stolz,Alexander Stolz,35,65,Germany,TSG 1899 Hoffenheim,4000,2020.0,493
10763,S. Mölders,Sascha Mölders,34,65,Germany,TSV 1860 München,1000,2020.0,753
10764,D. Gorter,Donny Gorter,31,65,Netherlands,ADO Den Haag,3000,2020.0,812
10765,Song Jin Hyung,송진형 宋金亨,31,65,Korea Republic,FC Seoul,3000,2022.0,161
10766,L. Schwechlen,Léo Schwechlen,30,65,France,Göztepe SK,6000,2020.0,222
10767,M. Gliwa,Michał Gliwa,31,65,Poland,Raków Częstochowa,1000,2020.0,131
10768,A. Dyer,Alex James Dyer,29,65,Montserrat,IF Elfsborg,2000,2019.0,748
10769,Aquino,Daniel Aquino Pintos,28,65,Spain,Piast Gliwice,3000,2021.0,244
10770,N. Bärkroth,Nicklas Bärkroth,27,65,Sweden,Djurgårdens IF,2000,2021.0,178
10771,J. Akinde,John Akinde,29,65,England,Lincoln City,4000,2021.0,703
10772,B. Webster,Byron Webster,32,65,England,Carlisle United,3000,2020.0,576
10773,R. Flynn,Ryan Flynn,30,65,Scotland,St. Mirren,2000,2020.0,472
10774,J. Mellis,Jacob Mellis,28,65,England,Mansfield Town,5000,2020.0,572
10775,J. Ryan,Jimmy Ryan,30,65,Republic of Ireland,Rochdale,2000,2021.0,572
10776,C. Dielna,Claude Dielna,31,65,France,Portland Timbers,2000,2022.0,254
10777,L. Gerson,Lars Christian Krogh Gerson,29,65,Luxembourg,IFK Norrköping,3000,2022.0,22
10778,O. Mendoza,Omar Israel Mendoza Martín,30,65,Mexico,Club Tijuana,5000,2022.0,976
10779,C. Gutiérrez,Carlos Alberto Gutiérrez Armas,29,65,Mexico,Tiburones Rojos de Veracruz,2000,2022.0,991
10780,R. Ruiz,Richard Ruíz Toledo,33,65,Mexico,Deportivo Toluca,6000,2020.0,629
10781,L. Sercombe,Liam Sercombe,29,65,England,Bristol Rovers,3000,2020.0,873
10782,K. Conboy,Kevin Conboy,31,65,Denmark,Randers FC,3000,2020.0,217
10783,M. Pedersen,Marc Pedersen,29,65,Denmark,SønderjyskE,4000,2021.0,448
10784,L. Pérez,Luis Ernesto Pérez Martínez,30,65,Mexico,Club Necaxa,3000,2019.0,975
10785,M. Buchalik,Michał Buchalik,30,65,Poland,Wisła Kraków,2000,2022.0,128
10786,E. Schreiner,Emanuel Schreiner,30,65,Austria,SCR Altach,3000,2021.0,833
10787,T. Mickel,Tom Mickel,30,65,Germany,Hamburger SV,3000,2021.0,493
10788,A. Smárason,Arnór Smárason,30,65,Iceland,Lillestrøm SK,2000,2020.0,509
10789,P. Madden,Paddy Madden,29,65,Republic of Ireland,Fleetwood Town,3000,2022.0,616
10790,J. Mills,Joseph Mills,29,65,England,Forest Green Rovers,5000,2020.0,468
10791,D. Templeton,David Templeton,30,65,Scotland,Burton Albion,3000,2020.0,162
10792,M. Marshall,Mark Marshall,32,65,Jamaica,Gillingham,3000,2022.0,221
10793,R. McGowan,Ryan McGowan,29,65,Australia,Sydney FC,3000,2021.0,542
10794,M. Minesso,Mattia Minesso,29,65,Italy,Pisa,1000,2020.0,772
10795,J. Brayford,John Brayford,31,65,England,Burton Albion,3000,2020.0,998
10796,M. Abdellaoue,Mustafa Abdellaoue,30,65,Norway,Sarpsborg 08 FF,2000,2021.0,368
10797,S. Ringstad,Stian Ringstad,27,65,Norway,FK Haugesund,1000,2019.0,1
10798,K. Tokstad,Kristoffer Tokstad,27,65,Norway,Strømsgodset IF,1000,2020.0,40
10799,M. Bolly,Mathis Gazoa  Kippersund Bolly,28,65,Ivory Coast,Molde FK,2000,2019.0,586
10800,J. Obika,Jonathan Chiedozie Obika,28,65,England,St. Mirren,3000,2021.0,693
10801,Yazalde,Yazalde  Gomes Pinto,30,65,Guinea Bissau,FC Hermannstadt,3000,2021.0,150
10802,Q. Amarikwa,Quincy Obina Amarikwa,31,65,United States,DC United,3000,2019.0,88
10803,Jeong Hyuk,정혁 张赫,33,65,Korea Republic,Jeonbuk Hyundai Motors,3000,2022.0,501
10804,Y. Pehlivan,Yasin Pehlivan,30,65,Austria,Gençlerbirliği SK,4000,2020.0,913
10805,A. Matuszczyk,Adam Matuszczyk,30,65,Poland,KFC Uerdingen 05,3000,2020.0,660
10806,L. Novak,Lee Novak,30,65,England,Scunthorpe United,6000,2020.0,560
10807,Steven Vitória,Steven de Sousa Vitória,32,65,Canada,Moreirense FC,3000,2022.0,806
10808,M. Carretta,Mirko Carretta,28,65,Italy,Cosenza,1000,2021.0,541
10809,G. Kuświk,Grzegorz Kuświk,32,65,Poland,Wisła Płock,2000,2020.0,368
10810,D. Mayor,Danny Mayor,28,65,England,Plymouth Argyle,5000,2021.0,435
10811,P. Tomasik,Piotr Tomasik,31,65,Poland,Wisła Płock,2000,2021.0,524
10812,A. Taylor,Ash Taylor,28,65,Wales,Aberdeen,2000,2021.0,574
10813,M. Lund,Matty Lund,28,65,Northern Ireland,Scunthorpe United,5000,2020.0,509
10814,K. Bennett,Kyle Bennett,28,65,England,Bristol Rovers,3000,2020.0,981
10815,A. Gerbo,Alberto Gerbo,29,65,Italy,Ascoli,1000,2021.0,472
10816,F. Nouble,Frank Nouble,27,65,England,Colchester United,5000,2020.0,49
10817,P. Branduani,Paolo Branduani,30,65,Italy,Castellammare di Stabia,1000,2020.0,493
10818,G. Misuraca,Gianvito Misuraca,29,65,Italy,Pordenone,1000,2021.0,225
10819,L. Brown,Lee Brown,28,65,England,Portsmouth,4000,2020.0,365
10820,N. Miatke,Nils Miatke,29,65,Germany,FSV Zwickau,1000,2020.0,43
10821,T. Parkes,Tom Parkes,27,65,England,Exeter City,3000,2023.0,436
10822,D. Di Quinzio,Davide Di Quinzio,30,65,Italy,Pisa,1000,2021.0,713
10823,D. Amoo,David Amoo,28,65,England,Port Vale,4000,2020.0,583
10824,U. Bangura,Umaru Bangura,31,65,Sierra Leone,FC Zürich,4000,2021.0,191
10825,M. Fayez,Mohammed Fayez,29,65,United Arab Emirates,Al Ain FC,1000,2023.0,219
10826,J. Davidson,Jason  Davidson,28,65,Australia,Ulsan Hyundai FC,2000,2023.0,301
10827,M. Lorentzson,Martin Olof Lorentzson,34,65,Sweden,Örebro SK,2000,2019.0,574
10828,E. Alexander,Eric Alexander,31,65,United States,FC Dallas,2000,2020.0,218
10829,S. Sinovic,Seth Sinovic,32,65,United States,Sporting Kansas City,2000,2019.0,994
10830,J. Jervis,Jake Jervis,27,65,England,Luton Town,5000,2020.0,703
10831,Wang Gang,王刚,30,65,China PR,Beijing Sinobo Guoan FC,4000,2020.0,803
10832,V. Prodell,Viktor Prodell,31,65,Sweden,Örebro SK,2000,2020.0,300
10833,Yang Jun A,양준아 梁准我,30,65,Korea Republic,Incheon United FC,1000,2020.0,759
10834,P. Salomon,Patrick Salomon,31,65,Austria,SV Mattersburg,5000,2020.0,501
10835,D. Escalante,Dionicio Manuel Escalante Moreno,29,65,Mexico,Atlético de San Luis,4000,2020.0,284
10836,M. Novak,Michael Novak,28,65,Austria,Wolfsberger AC,4000,2020.0,191
10837,J. Bertilsson,Johan Bertilsson,31,65,Sweden,Örebro SK,2000,2021.0,775
10838,T. Öztürk,Tanju Öztürk,29,65,Germany,FC Hansa Rostock,2000,2020.0,973
10839,M. Răduț,Mihai Răduț,29,65,Romania,Astra Giurgiu,3000,2021.0,821
10840,Fran Cruz,Francisco Pablo Cruz Torres,28,65,Spain,Extremadura UD,2000,2022.0,415
10841,S. Lawless,Steven Lawless,28,65,Scotland,Livingston FC,2000,2023.0,419
10842,M. Schulze Niehues,Maximilian Schulze Niehues,30,65,Germany,SC Preußen Münster,1000,2021.0,952
10843,M. Chergui,Malek Chergui,30,65,France,Valenciennes FC,2000,2021.0,90
10844,D. Tadić,Dario Tadić,29,65,Austria,TSV Hartberg,3000,2020.0,784
10845,S. McLaughlin,Stephen McLaughlin,29,65,Republic of Ireland,Southend United,3000,2020.0,701
10846,Alvaro Rey,Álvaro Rey Vázquez,29,65,Spain,CD Mirandés,3000,2020.0,394
10847,M. Doughty,Michael Doughty,26,65,Wales,Swindon Town,4000,2022.0,690
10848,K. Larsen,Kristoffer  Knudsen Larsen,27,65,Norway,Sarpsborg 08 FF,2000,2019.0,394
10849,R. Riski,Roope Riski,27,65,Finland,SKN St. Pölten,5000,2020.0,374
10850,Lee Woong Hee,이웅희 李雄熙,30,65,Korea Republic,FC Seoul,2000,2023.0,652
10851,E. Tønne,Erik Tønne,28,65,Norway,Ranheim Fotball,1000,2021.0,419
10852,M. Pfitzner,Marc Pfitzner,34,65,Germany,Eintracht Braunschweig,2000,2020.0,282
10853,A. Bruno,Alessandro Bruno,35,65,Italy,Pescara,1000,2023.0,523
10854,L. Burnet,Lorenzo Burnet,28,65,Netherlands,FC Emmen,2000,2020.0,991
10855,D. Drescher,Daniel Drescher,29,65,Austria,SKN St. Pölten,4000,2020.0,979
10856,S. Scheimann,Samuel Benjamin Elias Scheimann,31,65,Israel,VVV-Venlo,2000,2020.0,217
10857,D. Maatsen,Darren Maatsen,29,65,Netherlands,RKC Waalwijk,2000,2020.0,902
10858,R. Jackson,Ryan Jackson,28,65,England,Colchester United,4000,2020.0,817
10859,S. Jombati,Sido Jombarti,31,65,Portugal,Wycombe Wanderers,2000,2020.0,627
10860,I. Ouédraogo,Issiaka Ouédraogo,30,65,Burkina Faso,SKN St. Pölten,5000,2020.0,185
10861,L. Droppa,Lukáš Droppa,30,65,Czech Republic,Gaz Metan Mediaş,3000,2021.0,136
10862,S. Benyamina,Soufian Benyamina,29,65,Germany,Pogoń Szczecin,2000,2020.0,230
10863,Adrià Gallego,Adrià Gallego Arias,29,65,Spain,Politehnica Iaşi,2000,2020.0,409
10864,L. Olum,Lawrence Olum,34,65,Kenya,Minnesota United FC,2000,2023.0,602
10865,N. Hasler,Nicolas Hasler,28,65,Liechtenstein,Sporting Kansas City,2000,2019.0,232
10866,J. Valencia,José Valencia,27,65,Colombia,Central Córdoba,4000,2023.0,997
10867,A. Koro Koné,Ahmed Issa Koro Koné,29,65,Ivory Coast,Servette FC,4000,2020.0,12
10868,W. Creavalle,Warren Creavalle,28,65,Guyana,Philadelphia Union,2000,2023.0,57
10869,C. Jennings,Connor Jennings,28,65,England,Tranmere Rovers,3000,2020.0,964
10870,L. Grozurek,Lukas Grozurek,27,65,Austria,Karlsruher SC,4000,2020.0,49
10871,P. Tuszyński,Patryk Tuszyński,29,65,Poland,Zagłębie Lubin,2000,2020.0,678
10872,M. Mak,Michał Mak,27,65,Poland,Wisła Kraków,2000,2020.0,794
10873,Dani Barrio,Daniel Barrio Álvarez,32,65,Spain,CD Numancia,2000,2020.0,675
10874,J. Schauerte,Julian Schauerte,31,65,Germany,SC Preußen Münster,2000,2021.0,815
10875,A. N'Diaye,Alassane N'Diaye,28,65,France,Clermont Foot 63,2000,2022.0,583
10876,J. Müller,Jim-Patrick Müller,29,65,Germany,SpVgg Unterhaching,2000,2021.0,713
10877,M. Malaeka,Mustafa Reda Malayekah,33,65,Saudi Arabia,Al Faisaly,5000,2023.0,128
10878,T. Bu Haymid,Tawfiq Bu Haymid,31,65,Saudi Arabia,Al Fateh,7000,2021.0,742
10879,E. Hooi,Elson Hooi,27,65,Curacao,ADO Den Haag,3000,2020.0,257
10880,Brito,Armindo Mendes Furtado,31,65,Cape Verde,Dinamo Bucureşti,3000,2023.0,387
10881,K. Moleko,Kgotso Moleko,29,65,South Africa,Kaizer Chiefs,1000,2023.0,907
10882,Iván Crespo,Iván Crespo Secunza,34,65,Spain,Racing Santander,2000,2020.0,64
10883,I. Al Zubaidi,Ibrahim Al Zubaidi,29,65,Saudi Arabia,Al Taawoun,6000,2021.0,742
10884,R. Ofosu,Reagy Ofosu,27,65,Germany,FC Botoşani,3000,2021.0,169
10885,D. Imbongo Boele,Dimitry Imbongo Boele,29,65,France,SG Sonnenhof Großaspach,2000,2021.0,997
10886,A. Al Sahabi,Aqeel Al Sahabi,32,65,Saudi Arabia,Al Faisaly,6000,2020.0,826
10887,H. Kadish,Hassan Kadish,26,65,Saudi Arabia,Al Hilal,8000,2021.0,362
10888,A. Tabanelli,Andrea Tabanelli,29,65,Italy,Lecce,5000,2020.0,738
10889,Nico Hidalgo,Nicolás Hidalgo García,27,65,Spain,Racing Santander,3000,2021.0,782
10890,M. Stiefler,Manuel Stiefler,30,65,Germany,Karlsruher SC,4000,2020.0,874
10891,T. Thiele,Timmy Thiele,27,65,Germany,1. FC Kaiserslautern,2000,2021.0,632
10892,P. Ofosu-Ayeh,Philemon Ofosu-Ayeh,27,65,Ghana,Wolverhampton Wanderers,15000,2020.0,249
10893,D. Mast,Dennis  Mast,27,65,Germany,Hallescher FC,2000,2021.0,879
10894,R. Nagai,永井 龍,28,65,Japan,Matsumoto Yamaga,2000,2019.0,902
10895,A. Popa,Adrian Dumitru Popa,30,65,Romania,FCSB (Steaua),4000,2020.0,981
10896,Kim Nam Chun,김남춘 金南春,30,65,Korea Republic,FC Seoul,2000,2024.0,835
10897,D. Powers,Dillon Powers,28,65,United States,Orlando City SC,2000,2024.0,170
10898,Lee Kwang Sun,이광선 李光善,29,65,Korea Republic,Gyeongnam FC,2000,2024.0,601
10899,H. Al Hazaa,Hazaa Ibrahim Al Hazaa,27,65,Saudi Arabia,Ettifaq FC,8000,2023.0,239
10900,C. Erskine,Chris Erskine,32,65,Scotland,Livingston FC,2000,2020.0,746
10901,I. Vásquez,Iván Vásquez,33,65,Chile,Audax Italiano,2000,2024.0,79
10902,S. López,Sebastián López,33,65,Argentina,CD Cobresal,1000,2024.0,511
10903,F. Hurtado,Fernando Hurtado,36,65,Chile,CD Antofagasta,1000,2024.0,935
10904,D. Chica,Diego Fernando Chica López,38,65,Colombia,Cúcuta Deportivo,1000,2024.0,891
10905,F. Castillo,Fabio Enrique Castillo Choco,29,65,Colombia,Jaguares de Córdoba,1000,2024.0,270
10906,L. Paz,Luis Alejandro Paz Mulato,30,65,Colombia,América de Cali,1000,2019.0,264
10907,S. Romero,Sergio Esteban Romero Méndez,30,65,Colombia,Atlético Bucaramanga,1000,2024.0,61
10908,R. Bugueño,Rene Alexis Bugueño Zenteno,31,65,Chile,CD Cobresal,1000,2019.0,191
10909,L. Giovini,Lucas Raúl Giovini Schiapino,37,65,Argentina,Unión La Calera,1000,2024.0,878
10910,D. López,Darwin Guillermo López Tobías,27,65,Colombia,Jaguares de Córdoba,1000,2024.0,506
10911,M. Restrepo,Andrés Mauricio Restrepo Gómez,38,65,Colombia,Rionegro Águilas,1000,2024.0,79
10912,L. Delgado,Luis Enrique Delgado Mantilla,38,65,Colombia,Rionegro Águilas,1000,2024.0,936
10913,L. Mosquera,Luis Hernán Mosquera Chamorro,30,65,Colombia,Atlético Huila,1000,2024.0,217
10914,L. Ochoa,Lewis Alexander Ochoa Cassiani,34,65,Colombia,Once Caldas,1000,2024.0,55
10915,J. Deschamps,Jorge Luis Deschamps,35,65,Chile,Curicó Unido,1000,2019.0,467
10916,A. Bernal,Alejandro Bernal Ríos,31,65,Colombia,Atlético Bucaramanga,1000,2024.0,866
10917,G. Hachen,Gabriel Hachen,28,65,Argentina,FC Juárez,6000,2024.0,348
10918,M. Dávila,Misael Dávila,27,65,Chile,Unión Española,2000,2020.0,138
10919,G. Rólantsson Sørensen,Gilli Rólantsson Sørensen,26,65,Faroe Islands,SK Brann,2000,2020.0,49
10920,R. Dimitrov,Radoslav Dimitrov,30,65,Bulgaria,Sepsi OSK,3000,2021.0,760
10921,L. Nielsen,Lasse Nielsen,32,65,Denmark,Lyngby BK,3000,2020.0,56
10922,M. Lepe,Michael Lepe,28,65,Chile,CD Antofagasta,1000,2019.0,692
10923,G. Vargas,Gabriel Vargas,35,65,Chile,Curicó Unido,1000,2019.0,33
10924,Peng Xinli,彭欣力,27,65,China PR,Shanghai Greenland Shenhua FC,4000,2024.0,43
10925,G. Mencia,Gustavo Ramón Mencia Dávalos,30,65,Paraguay,CD Universidad de Concepción,1000,2020.0,10
10926,L. Pavez Contreras,Luis Antonio Pavez Contreras,31,65,Chile,Unión Española,2000,2024.0,568
10927,L. Nequecaur,Luciano Nequecaur,26,65,Argentina,Clube Sport Marítimo,3000,2021.0,619
10928,C. Diedhiou,Christophe Diedhiou,31,65,Senegal,FC Sochaux-Montbéliard,2000,2021.0,434
10929,L. Tipton,Luis Alberto Tipton Palacio,26,65,Colombia,Envigado FC,1000,2020.0,217
10930,R. Hollingshead,Ryan Hollingshead,28,65,United States,FC Dallas,2000,2020.0,665
10931,H. Shipp,Harry Shipp,27,65,United States,Seattle Sounders FC,2000,2019.0,987
10932,Kwak Hae Seong,곽해성 Hae Seong Kwak,27,65,Korea Republic,Incheon United FC,1000,2024.0,349
10933,P. Mullins,Patrick Mullins,27,65,United States,Toronto FC,3000,2019.0,953
10934,Ahn Yong Woo,안용우 安庸佑,27,65,Korea Republic,Sagan Tosu,2000,2020.0,701
10935,J. Zwischenbrugger,Jan Zwischenbrugger,29,65,Austria,SCR Altach,4000,2022.0,136
10936,Song Boxuan,宋博轩,29,65,China PR,Tianjin Quanjian FC,6000,2021.0,598
10937,Fan Yunlong,范云龙,30,65,China PR,Guangzhou R&F FC,4000,2023.0,440
10938,Ding Haifeng,丁海峰,27,65,China PR,Guangzhou R&F FC,4000,2022.0,329
10939,Xie Pengfei,谢鹏飞,26,65,China PR,Jiangsu Suning FC,5000,2019.0,701
10940,Park Dae Han,박대한 朴大韩,28,65,Korea Republic,Sangju Sangmu FC,1000,2024.0,756
10941,M. Mbamba,Marc Kibong Mbamba,30,65,Cameroon,Denizlispor,6000,2020.0,873
10942,K. Vermeulen,Kevin Vermeulen,28,65,Netherlands,RKC Waalwijk,2000,2020.0,665
10943,I. Coulibaly,Ibréhima Coulibaly,29,65,Mauritania,Grenoble Foot 38,2000,2020.0,568
10944,M. Madri,Mouaad Madri,29,65,France,Racing Club de Lens,3000,2020.0,12
10945,C. Jopia,Claudio Jopia,27,65,Chile,CD Huachipato,2000,2024.0,371
10946,Borja Lázaro,Borja Lázaro Fernández,31,65,Spain,CF Fuenlabrada,2000,2020.0,619
10947,F. Jamnig,Florian Jamnig,28,65,Austria,SCR Altach,4000,2022.0,713
10948,M. Ebenhofer,Mario  Ebenhofer,26,65,Austria,FC Botoşani,3000,2024.0,650
10949,T. Pett,Tom Pett,27,65,England,Lincoln City,4000,2020.0,870
10950,Xu Yang,Yang Xu,32,65,China PR,Shenzhen FC,4000,2020.0,398
10951,Liu Dianzuo,刘殿座,29,65,China PR,Guangzhou Evergrande Taobao FC,5000,2020.0,903
10952,R. Castro,Raúl Castro,29,65,Bolivia,Bolivia,0,,160
10953,L. Saldaña,Leonardo Enrique Saldaña Carvajal,29,65,Colombia,Alianza Petrolera,1000,2021.0,742
10954,J. García,John Edison García Zabala,30,65,Colombia,La Equidad,1000,2021.0,175
10955,S. Ichazo,Salvador Ichazo,27,65,Uruguay,Torino,7000,2024.0,735
10956,N. Vidmar,Nejc Vidmar,30,65,Slovenia,Slovenia,0,,62
10957,L. Sekulski,Łukasz Sekulski,28,65,Poland,LKS Lodz,2000,2022.0,230
10958,J. Clarke,James Clarke,29,65,England,Walsall,5000,2021.0,627
10959,G. Pacheco,Guillermo Alfonso Pacheco Tudela,30,65,Chile,CD Universidad de Concepción,1000,2020.0,265
10960,Sidnei Dalmeira,Sidnei Adrián Dalmeira Nunes,31,65,Brazil,Avaí FC,4000,2022.0,186
