,short_name,long_name,age,overall,nationality,club,wage_eur,contract_valid_until,Cluster
10548,S. Calvano,Simone Calvano,25,65,Italy,Hellas Verona,4000,2021.0,185
10549,A. O'Connor,Anthony O'Connor,26,65,Republic of Ireland,Bradford City,5000,2021.0,178
10550,J. Husband,James Husband,25,65,England,Blackpool,3000,2020.0,257
10551,C. Dunne,Charles Dunne,26,65,Republic of Ireland,Motherwell,2000,2020.0,797
10552,S. Gündüz,Selim Gündüz,25,65,Germany,KFC Uerdingen 05,3000,2020.0,74
10553,E. Fryers,Ezekiel Fryers,26,65,England,Swindon Town,4000,2021.0,26
10554,M. Lampson,Matt Lampson,29,65,United States,LA Galaxy,2000,2023.0,696
10555,P. Keita,Paul Fadiala Keita,27,65,Senegal,Waasland-Beveren,3000,2021.0,252
10556,Moon Chang Jin,문창진 文昶辰,25,65,Korea Republic,Incheon United FC,1000,2020.0,461
10557,R. Edwards,Ryan Edwards,25,65,England,Blackpool,3000,2021.0,247
10558,M. Fox,Morgan Fox,25,65,Wales,Sheffield Wednesday,6000,2020.0,948
10559,C. Lavery,Caolan Lavery,26,65,Northern Ireland,Walsall,6000,2021.0,154
10560,A. Winkler,Alexander Winkler,27,65,Germany,SpVgg Unterhaching,2000,2020.0,419
10561,J. Mostasilla,Johnny Javier Mostacilla Ceballos,28,65,Colombia,Deportes Tolima,1000,2024.0,343
10562,M. Jorquera,Marcelo Jorquera,26,65,Chile,CD Cobresal,1000,2019.0,710
10563,J. Ávila,Jonathan Ávila Martínez,27,65,Colombia,Atlético Bucaramanga,1000,2024.0,175
10564,Lei Tenglong,雷腾龙,28,65,China PR,Beijing Sinobo Guoan FC,5000,2020.0,366
10565,M. Aramu,Mattia Aramu,24,65,Italy,Venezia FC,1000,2024.0,350
10566,M. Al Saiari,Mohammed Al Saiari,26,65,Saudi Arabia,Al Wehda,7000,2023.0,920
10567,Sim Sang Min,심상민 沈相民,26,65,Korea Republic,Pohang Steelers,2000,2020.0,567
10568,Kim Yong Hwan,김용환 金永焕,26,65,Korea Republic,Pohang Steelers,2000,2022.0,833
10569,Erivaldo,Erivaldo Jorge Paulo Ferreira,25,65,Portugal,Clube Sport Marítimo,3000,2024.0,617
10570,F. David,Florian David,26,65,France,FC Chambly Oise,2000,2020.0,154
10571,Bi Jinhao,毕津浩,28,65,China PR,Shanghai Greenland Shenhua FC,4000,2024.0,178
10572,Ygor Nogueira,Ygor Nogueira de Paula,24,65,Brazil,Gil Vicente FC,2000,2020.0,35
10573,S. Buș,Sergiu Florin Buș,26,65,Romania,Gaz Metan Mediaş,3000,2021.0,476
10574,Jeong Hyun Cheol,정현철 荣炫澈,26,65,Korea Republic,FC Seoul,3000,2024.0,532
10575,L. Görtler,Lukas Görtler,25,65,Germany,FC St. Gallen,4000,2022.0,38
10576,S. van Wermeskerken,Sai van Wermeskerken,25,65,Japan,PEC Zwolle,3000,2021.0,755
10577,A. Öztürk,Alim Öztürk,26,65,Turkey,Sunderland,4000,2020.0,394
10578,R. Gojani,Robert Gojani,26,65,Sweden,IF Elfsborg,2000,2020.0,171
10579,J. Ríos,Juan David Ríos Henao,27,65,Colombia,Alianza Petrolera,1000,2020.0,373
10580,J. Chabalala,Justice Chabalala,27,65,South Africa,Orlando Pirates,1000,2022.0,35
10581,B. Kallman,Brent Kallman,28,65,United States,Minnesota United FC,2000,2020.0,714
10582,T. Arano,荒野 拓馬,26,65,Japan,Hokkaido Consadole Sapporo,2000,2022.0,682
10583,Lim Chan Wool,임찬울 林昌宇,24,65,Korea Republic,Jeju United FC,2000,2020.0,154
10584,S. Jakubiak,Sebastian Jakubiak,26,65,Germany,Heracles Almelo,2000,2020.0,650
10585,C. Tilt,Curtis Tilt,27,65,England,Blackpool,3000,2020.0,601
10586,A. De Bruyn,Alexandre De Bruyn,25,65,Belgium,Sint-Truidense VV,3000,2020.0,8
10587,M. Naamani,Mohamed Naamani,28,65,Algeria,Al Fateh,7000,2020.0,875
10588,K. Shirai,白井 康介,25,65,Japan,Hokkaido Consadole Sapporo,2000,2022.0,669
10589,A. Marc,Andrei Marc,26,65,Romania,FCSB (Steaua),4000,2023.0,35
10590,F. Oswald,Ferdinand Oswald,28,65,Germany,WSG Tirol,3000,2020.0,786
10591,T. Petrášek,Tomáš Petrášek,27,65,Czech Republic,Raków Częstochowa,1000,2021.0,499
10592,M. Oxley,Mark Oxley,28,65,England,Southend United,2000,2021.0,123
10593,J. González,Jairo Daniel González Fajardo,27,65,Mexico,Club Necaxa,3000,2020.0,243
10594,C. Main,Curtis Main,27,65,England,Aberdeen,3000,2021.0,925
10595,H. Akpan,Hope Akpan,27,65,Nigeria,Bradford City,5000,2020.0,275
10596,T. Konrad,Thomas Konrad,29,65,Germany,VfL Osnabrück,4000,2020.0,986
10597,S. Jakobsen,Simon Jakobsen,28,65,Denmark,Silkeborg IF,3000,2020.0,195
10598,A. Wildig,Aaron Wildig,27,65,England,Morecambe,3000,2020.0,248
10599,O. Beckles,Omar Beckles,27,65,England,Shrewsbury,3000,2020.0,419
10600,M. Cestor,Mike Cestor,27,65,DR Congo,CFR Cluj,3000,2022.0,797
10601,N. Çiftçi,Nadir Çiftçi,27,65,Turkey,Gençlerbirliği SK,5000,2023.0,468
10602,G. Allison,Guillermo Allison Revuelta,28,65,Mexico,Cruz Azul,5000,2023.0,473
10603,M. Gollner,Manfred Gollner,28,65,Austria,Wolfsberger AC,4000,2020.0,80
10604,C. Dikamona,Clévid Dikamona,29,65,Congo,Heart of Midlothian,2000,2020.0,878
10605,S. Galindo,Samuel Galindo Suheiro,27,65,Bolivia,Bolivia,0,,405
10606,C. Routis,Christopher Routis,29,65,France,Servette FC,4000,2020.0,680
10607,T. Eastman,Tom Eastman,27,65,England,Colchester United,4000,2021.0,195
10608,M. Hernandez,Moises Hernandez,27,65,Guatemala,FC Dallas,2000,2019.0,367
10609,G. Beretta,Giacomo Beretta,27,65,Italy,Ascoli,1000,2021.0,771
10610,Yi Teng,弋腾,29,65,China PR,Guangzhou R&F FC,4000,2022.0,454
10611,J. Bendik,Joe Bendik,30,65,United States,Philadelphia Union,2000,2023.0,983
10612,E. Ebanks-Landell,Ethan Ebanks-Landell,26,65,England,Shrewsbury,3000,2022.0,803
10613,F. Ardizzone,Francesco Ardizzone,27,65,Italy,Virtus Entella,1000,2020.0,465
10614,N. Mezquida,Nicolás Mezquida,27,65,Uruguay,Colorado Rapids,2000,2023.0,391
10615,J. Riley,Joe Riley,27,65,England,Plymouth Argyle,5000,2020.0,379
10616,E. Harrison,Ellis Harrison,25,65,Wales,Portsmouth,4000,2022.0,742
10617,L. Isgrove,Lloyd Isgrove,26,65,Wales,Swindon Town,4000,2020.0,266
10618,P. Delecroix,Paul Delecroix,30,65,France,FC Metz,4000,2020.0,271
10619,O. Cissé,Ousseynou Cissé,28,65,Mali,Gillingham,3000,2023.0,807
10620,N. Devlin,Nicky Devlin,25,65,Scotland,Livingston FC,2000,2021.0,88
10621,J. Sternberg,Janek  Sternberg,26,65,Germany,1. FC Kaiserslautern,2000,2021.0,636
10622,P. Breier,Pascal Breier,27,65,Germany,FC Hansa Rostock,2000,2020.0,468
10623,J. Caprice,Jake Caprice,26,65,England,Tranmere Rovers,2000,2020.0,55
10624,S. Rodríguez,Sebastián Javier Rodríguez Iriarte,26,65,Uruguay,Tiburones Rojos de Veracruz,2000,2019.0,891
10625,P. Wiegers,Patrick Wiegers,29,65,Germany,SG Dynamo Dresden,4000,2020.0,215
10626,Bruno,Bruno Ferreira V. Diniz,25,65,Brazil,Gil Vicente FC,2000,2020.0,22
10627,J. Phojo,Jérôme Phojo,26,65,France,Clermont Foot 63,2000,2022.0,198
10628,G. Dequaire,Guillaume Dequaire,28,65,France,FC Chambly Oise,2000,2020.0,419
10629,P. Sané,Pape Sané,27,65,Senegal,Rodez Aveyron Football,2000,2020.0,1
10630,C. Irwin,Clint Irwin,30,65,United States,Colorado Rapids,2000,2024.0,121
10631,H. Gómez,Harold Andrés Gómez Muñoz,27,65,Colombia,Atlético Bucaramanga,1000,2019.0,355
10632,D. Diring,Dorian Diring,27,65,France,SV Waldhof Mannheim,1000,2021.0,570
10633,M. Gouaida,Mohamed Gouaida,26,65,Tunisia,SV Waldhof Mannheim,1000,2021.0,932
10634,E. Pérez,Eduardo Pérez,26,65,Mexico,FC Juárez,5000,2020.0,335
10635,M. Blázquez,Matías Javier Blázquez Lavín,28,65,Chile,Deportes Iquique,1000,2024.0,733
10636,D. González,Dairin González Mosquera,29,65,Colombia,Unión Magdalena,1000,2024.0,875
10637,Luis Ruiz,Luis Ruiz Sayago,27,65,Spain,Deportivo de La Coruña,2000,2020.0,392
10638,Peu,Peterson Silvino da Cruz,26,65,Brazil,CD Aves,3000,2023.0,647
10639,M. Simonovski,Marko Simonovski,27,65,FYR Macedonia,Sepsi OSK,4000,2024.0,352
10640,S. Abdul-Salaam,Saad Abdul-Salaam,27,65,United States,Seattle Sounders FC,2000,2020.0,178
10641,A. Vita,Alessio Vita,26,65,Italy,Cittadella,1000,2024.0,381
10642,C. Jakobsen,Christian Jakobsen,26,65,Denmark,SønderjyskE,4000,2020.0,216
10643,Pablo,Pablo Diogo Lopes de Lima,26,65,Brazil,Santa Clara,2000,2021.0,610
10644,J. Hopcutt,Jamie Hopcutt,27,65,England,Östersunds FK,2000,2019.0,445
10645,E. Ibargüen,Edis Ibargüen,27,65,Colombia,Once Caldas,1000,2022.0,620
10646,F. Herbers,Fabian Herbers,25,65,Germany,Chicago Fire,2000,2022.0,154
10647,S. Inagaki,稻垣 祥,27,65,Japan,Sanfrecce Hiroshima,3000,2022.0,573
10648,J. Soto,Jaime Soto Kaempfer,27,65,Chile,Coquimbo Unido,1000,2019.0,355
10649,Y. Nogami,野上 結貴,28,65,Japan,Sanfrecce Hiroshima,3000,2022.0,202
10650,O. Gnjatić,Ognjen Gnjatić,27,65,Bosnia Herzegovina,Korona Kielce,2000,2020.0,969
10651,A. Dej,André Dej,27,65,Poland,Viktoria Köln,2000,2020.0,440
10652,P. Sohm,Pascal Sohm,27,65,Germany,Hallescher FC,2000,2020.0,38
10653,M. Dombrowka,Max Dombrowka,27,65,Germany,SpVgg Unterhaching,2000,2021.0,684
10654,Néstor Albiach,Néstor Albiach Roger,26,65,Spain,CD Numancia,3000,2021.0,636
10655,H. Delbridge,Harrison Delbridge,27,65,Australia,Melbourne City FC,3000,2020.0,654
10656,K. Nakamura,中村 慶太,26,65,Japan,Shimizu S-Pulse,2000,2019.0,250
10657,F. Ourega,Fabien Ourega,26,65,France,FC Sochaux-Montbéliard,2000,2021.0,574
10658,S. Finley,Sam Finley,26,65,England,Accrington Stanley,2000,2021.0,710
10659,T. Ishihara,石原 崇兆,26,65,Japan,Vegalta Sendai,2000,2019.0,437
10660,H. Memolla,Hysen Memolla,26,65,Albania,US Salernitana 1919,1000,2022.0,455
10661,R. Fuenzalida,Ricardo Fuenzalida,26,65,Chile,Audax Italiano,2000,2022.0,869
10662,P. Bardy,Pierre Bardy,26,65,France,Rodez Aveyron Football,2000,2020.0,961
10663,D. Stipica,Dante Stipica,28,65,Croatia,Pogoń Szczecin,2000,2021.0,982
10664,S. Nurković,Samir Nurković,27,65,Serbia,Kaizer Chiefs,1000,2022.0,744
10665,F. Kippe,Frode Kippe,41,65,Norway,Lillestrøm SK,1000,2019.0,846
10666,H. Opdal,Håkon Eikemo Opdal,37,65,Norway,SK Brann,1000,2020.0,696
10667,J. Bothroyd,Jay Bothroyd,37,65,England,Hokkaido Consadole Sapporo,1000,2024.0,14
10668,P. Brożek,Paweł Brożek,36,65,Poland,Wisła Kraków,2000,2020.0,20
10669,M. Langer,Michael Langer,34,65,Austria,FC Schalke 04,5000,2021.0,121
10670,L. Feeney,Liam Feeney,32,65,England,Blackpool,3000,2020.0,682
10671,A. Lonergan,Andrew Lonergan,35,65,England,Liverpool,8000,2024.0,566
10672,R. König,Ronny König,36,65,Germany,FSV Zwickau,1000,2020.0,452
10673,S. Andersen,Stephan Maigaard Andersen,37,65,Denmark,FC København,3000,2019.0,127
10674,R. Vitiello,Roberto Vitiello,36,65,Italy,Castellammare di Stabia,1000,2020.0,718
10675,A. Butler,Andy Butler,35,65,England,Scunthorpe United,3000,2020.0,737
10676,A. Bunjaku,Albert Bunjaku,35,65,Kosovo,Viktoria Köln,1000,2020.0,431
10677,S. Ağçay,Sedat Ağçay,37,65,Turkey,MKE Ankaragücü,4000,2020.0,275
10678,C. Frăsinescu,Cosmin Frăsinescu,34,65,Romania,Politehnica Iaşi,2000,2023.0,73
10679,S. Peszko,Sławomir Peszko,34,65,Poland,Lechia Gdańsk,3000,2020.0,171
10680,A. Danielsen,André Danielsen,34,65,Norway,Viking FK,1000,2019.0,766
10681,K. Arkivuo,Kari Arkivuo,36,65,Finland,BK Häcken,1000,2019.0,519
10682,F. Mader,Florian Mader,36,65,Austria,WSG Tirol,2000,2023.0,889
10683,S. Brown,Scott Brown,34,65,England,Port Vale,3000,2021.0,564
10684,G. Zakuani,Gabriel Zakuani,33,65,DR Congo,Gillingham,3000,2020.0,97
10685,O. Occéan,Olivier Occéan,37,65,Canada,Mjøndalen IF,1000,2019.0,232
10686,M. Roman,Mihai Roman,34,65,Romania,FCSB (Steaua),4000,2020.0,171
10687,V. Demidov,Vadim Demidov,32,65,Norway,Stabæk Fotball,1000,2019.0,792
10688,J. Szmatuła,Jakub Szmatuła,38,65,Poland,Piast Gliwice,1000,2019.0,304
10689,P. Nymann,Peter Nymann Mikkelsen,36,65,Denmark,AC Horsens,2000,2020.0,237
10690,T. Černý,Tomáš Černý,34,65,Czech Republic,Aberdeen,2000,2023.0,100
10691,M. Mills,Matthew Mills,32,65,England,Forest Green Rovers,5000,2020.0,792
10692,A. El-Abd,Adam Mohamad El-Abd,34,65,Egypt,Wycombe Wanderers,2000,2020.0,32
10693,A. Akinfenwa,Adebayo Akinfenwa,37,65,England,Wycombe Wanderers,2000,2020.0,877
10694,Y. Abe,阿部 勇樹,37,65,Japan,Urawa Red Diamonds,2000,2023.0,183
10695,I. Vázquez,Edmundo Iván Vázquez Mellado Pérez,36,65,Mexico,FC Juárez,2000,2023.0,500
10696,M. Hernández,Edgar Melitón Hernández Cabrera,36,65,Mexico,Tiburones Rojos de Veracruz,1000,2023.0,663
10697,J. Mackie,Jamie Mackie,33,65,Scotland,Oxford United,3000,2020.0,905
10698,D. Edwards,David Edwards,33,65,Wales,Shrewsbury,3000,2021.0,570
10699,R. Gartler,René Gartler,33,65,Austria,SKN St. Pölten,5000,2020.0,742
10700,H. Drost,Henrico Drost,32,65,Netherlands,RKC Waalwijk,2000,2020.0,921
10701,C. Doyle,Colin Doyle,34,65,Republic of Ireland,Heart of Midlothian,2000,2021.0,398
10702,M. Caranta,Mauricio Ariel Caranta,40,65,Argentina,Club Atlético Talleres,2000,2020.0,304
10703,S. Cox,Simon Cox,32,65,Republic of Ireland,Southend United,3000,2020.0,748
10704,L. Varney,Luke Varney,36,65,England,Cheltenham Town,3000,2020.0,586
10705,F. Cosenza,Francesco Cosenza,33,65,Italy,Lecce,4000,2020.0,997
10706,S. Darbion,Stéphane Darbion,35,65,France,ESTAC Troyes,2000,2020.0,973
10707,C. Morgan,Craig Morgan,34,65,Wales,Fleetwood Town,3000,2020.0,609
10708,T. McMahon,Anthony McMahon,33,65,England,Oxford United,3000,2020.0,507
10709,R. Boukari,Abdoulrazak Boukari Fafadji,32,65,Togo,La Berrichonne de Châteauroux,2000,2020.0,93
10710,M. Done,Matt Done,30,65,Wales,Rochdale,2000,2021.0,225
10711,M. Al Shalhoub,Mohammad Bander Al Shalhoub,38,65,Saudi Arabia,Al Hilal,7000,2024.0,863
10712,G. Karanović,Goran Karanović,31,65,Switzerland,Sepsi OSK,4000,2021.0,867
10713,J. Martins Pereira,Jonathan Martins Pereira,33,65,France,FC Lorient,2000,2020.0,228
10714,M. O'Connor,Michael O'Connor,31,65,Northern Ireland,Lincoln City,4000,2020.0,447
10715,R. Griffiths,Rostyn Griffiths,31,65,Australia,Melbourne City FC,3000,2020.0,640
10716,C. Woods,Calum Woods,32,65,England,Tranmere Rovers,2000,2020.0,379
10717,J. Grounds,Jonathan Grounds,31,65,England,Birmingham City,4000,2020.0,948
10718,G. Liddle,Gary Liddle,33,65,England,Walsall,5000,2020.0,178
10719,J. Brown,Junior Brown,30,65,England,Coventry City,3000,2020.0,848
10720,S. Gleeson,Stephen Gleeson,30,65,Republic of Ireland,Aberdeen,2000,2020.0,641
10721,S. Golbourne,Scott Golbourne,31,65,England,Shrewsbury,3000,2021.0,948
10722,G. Faivre,Guillaume Faivre,32,65,Switzerland,FC Thun,3000,2020.0,234
10723,E. Palos,Enrique Eduardo Palos Reyes,33,65,Mexico,FC Juárez,4000,2024.0,341
10724,M. Yıldırım,Murat Yıldırım,32,65,Turkey,Yeni Malatyaspor,4000,2020.0,759
10725,D. Semenzato,Daniel Semenzato,32,65,Italy,Pordenone,1000,2021.0,926
10726,A. Lienhart,Andreas Lienhart,33,65,Austria,TSV Hartberg,2000,2021.0,154
10727,Aitor,Aitor Fernández López,32,65,Spain,Extremadura UD,2000,2020.0,662
10728,R. Zelaya,Rodolfo Antonio Zelaya García,30,65,El Salvador,Los Angeles FC,3000,2020.0,430
10729,L. Stevenson,Lewis Stevenson,31,65,Scotland,Hibernian,2000,2021.0,948
10730,S. Luchin,Srgian Luchin,33,65,Romania,FC Hermannstadt,2000,2020.0,32
10731,T. Röttger,Timo Röttger,33,65,Germany,SG Sonnenhof Großaspach,2000,2020.0,431
10732,Z. Zlámal,Zdeněk Zlámal,33,65,Czech Republic,Heart of Midlothian,2000,2021.0,360
10733,L. Figueroa,Luis Pedro Figueroa Sepúlveda,36,65,Chile,CD Universidad de Concepción,1000,2019.0,649
10734,F. Assmann,Walter Fabián Assmann,33,65,Argentina,Club Atlético Aldosivi,2000,2020.0,796
10735,A. Raineau,Alexandre Raineau,33,65,France,La Berrichonne de Châteauroux,2000,2020.0,374
10736,E. Brambila,Edy Germán Brambila Rosales,33,65,Mexico,FC Juárez,5000,2022.0,171
10737,C. Gönen,Cenk Gönen,31,65,Turkey,Málaga CF,2000,2020.0,563
10738,C. Kum,Christian Kum,33,65,Germany,VVV-Venlo,2000,2020.0,537
10739,D. Bassi,Davide Bassi,34,65,Italy,Spezia,1000,2022.0,123
10740,A. Paolucci,Andrea Paolucci,32,65,Italy,Virtus Entella,1000,2022.0,944
10741,G. Sarmov,Georgi Zdravkov Sarmov,33,65,Bulgaria,Chemnitzer FC,1000,2021.0,889
10742,D. Worrall,David Worrall,29,65,England,Port Vale,4000,2020.0,598
10743,D. Perkins,David Perkins,37,65,England,Tranmere Rovers,2000,2020.0,699
10744,O. Bozanic,Oliver Bozanić,30,65,Australia,Heart of Midlothian,2000,2020.0,699
10745,Isidoro,José Isidoro Gómez Torres,32,65,Spain,FK Bodø/Glimt,1000,2019.0,451
10746,N. Topor-Stanley,Nikolai Topor-Stanley,34,65,Australia,Newcastle Jets,1000,2021.0,990
10747,A. Hainault,André Hainault,33,65,Canada,1. FC Kaiserslautern,2000,2020.0,63
10748,M. Almebäck,Michael Almebäck,31,65,Sweden,Örebro SK,2000,2021.0,962
10749,D. Bouzanis,Dean Bouzanis,28,65,Australia,Melbourne City FC,3000,2020.0,127
10750,N. Boogaard,Nigel Boogaard,32,65,Australia,Newcastle Jets,1000,2020.0,714
10751,A. Lukse,Andreas Lukse,31,65,Austria,1. FC Nürnberg,3000,2021.0,740
10752,Wu Yan,吴龑,30,65,China PR,Henan Jianye FC,3000,2022.0,449
10753,Yang Xu,杨旭,32,65,China PR,Tianjin Quanjian FC,6000,2021.0,935
10754,N. Bishop,Neal Bishop,37,65,England,Mansfield Town,4000,2020.0,101
10755,Zhang Wenzhao,张文钊,32,65,China PR,Beijing Renhe FC,4000,2019.0,822
10756,Sui Donglu,隋东陆,36,65,China PR,Henan Jianye FC,3000,2019.0,668
10757,T. Gebhart,Timo Gebhart,30,65,Germany,TSV 1860 München,1000,2020.0,174
10758,J. Leutwiler,Jayson Leutwiler,30,65,Canada,Blackburn Rovers,4000,2020.0,123
10759,J. Jacobson,Joe Jacobson,32,65,Wales,Wycombe Wanderers,2000,2020.0,374
10760,Y. Amankwah,Yaw Amankwah,30,65,Norway,Stabæk Fotball,1000,2021.0,531
10761,A. Ogogo,Abumere Tafadzwa Ogogo,29,65,England,Bristol Rovers,3000,2021.0,764
10762,A. Stolz,Alexander Stolz,35,65,Germany,TSG 1899 Hoffenheim,4000,2020.0,698
10763,S. Mölders,Sascha Mölders,34,65,Germany,TSV 1860 München,1000,2020.0,688
10764,D. Gorter,Donny Gorter,31,65,Netherlands,ADO Den Haag,3000,2020.0,60
10765,Song Jin Hyung,송진형 宋金亨,31,65,Korea Republic,FC Seoul,3000,2022.0,409
10766,L. Schwechlen,Léo Schwechlen,30,65,France,Göztepe SK,6000,2020.0,309
10767,M. Gliwa,Michał Gliwa,31,65,Poland,Raków Częstochowa,1000,2020.0,982
10768,A. Dyer,Alex James Dyer,29,65,Montserrat,IF Elfsborg,2000,2019.0,766
10769,Aquino,Daniel Aquino Pintos,28,65,Spain,Piast Gliwice,3000,2021.0,405
10770,N. Bärkroth,Nicklas Bärkroth,27,65,Sweden,Djurgårdens IF,2000,2021.0,667
10771,J. Akinde,John Akinde,29,65,England,Lincoln City,4000,2021.0,862
10772,B. Webster,Byron Webster,32,65,England,Carlisle United,3000,2020.0,531
10773,R. Flynn,Ryan Flynn,30,65,Scotland,St. Mirren,2000,2020.0,641
10774,J. Mellis,Jacob Mellis,28,65,England,Mansfield Town,5000,2020.0,183
10775,J. Ryan,Jimmy Ryan,30,65,Republic of Ireland,Rochdale,2000,2021.0,183
10776,C. Dielna,Claude Dielna,31,65,France,Portland Timbers,2000,2022.0,80
10777,L. Gerson,Lars Christian Krogh Gerson,29,65,Luxembourg,IFK Norrköping,3000,2022.0,645
10778,O. Mendoza,Omar Israel Mendoza Martín,30,65,Mexico,Club Tijuana,5000,2022.0,662
10779,C. Gutiérrez,Carlos Alberto Gutiérrez Armas,29,65,Mexico,Tiburones Rojos de Veracruz,2000,2022.0,545
10780,R. Ruiz,Richard Ruíz Toledo,33,65,Mexico,Deportivo Toluca,6000,2020.0,25
10781,L. Sercombe,Liam Sercombe,29,65,England,Bristol Rovers,3000,2020.0,420
10782,K. Conboy,Kevin Conboy,31,65,Denmark,Randers FC,3000,2020.0,259
10783,M. Pedersen,Marc Pedersen,29,65,Denmark,SønderjyskE,4000,2021.0,178
10784,L. Pérez,Luis Ernesto Pérez Martínez,30,65,Mexico,Club Necaxa,3000,2019.0,185
10785,M. Buchalik,Michał Buchalik,30,65,Poland,Wisła Kraków,2000,2022.0,398
10786,E. Schreiner,Emanuel Schreiner,30,65,Austria,SCR Altach,3000,2021.0,948
10787,T. Mickel,Tom Mickel,30,65,Germany,Hamburger SV,3000,2021.0,295
10788,A. Smárason,Arnór Smárason,30,65,Iceland,Lillestrøm SK,2000,2020.0,538
10789,P. Madden,Paddy Madden,29,65,Republic of Ireland,Fleetwood Town,3000,2022.0,920
10790,J. Mills,Joseph Mills,29,65,England,Forest Green Rovers,5000,2020.0,469
10791,D. Templeton,David Templeton,30,65,Scotland,Burton Albion,3000,2020.0,647
10792,M. Marshall,Mark Marshall,32,65,Jamaica,Gillingham,3000,2022.0,150
10793,R. McGowan,Ryan McGowan,29,65,Australia,Sydney FC,3000,2021.0,2
10794,M. Minesso,Mattia Minesso,29,65,Italy,Pisa,1000,2020.0,458
10795,J. Brayford,John Brayford,31,65,England,Burton Albion,3000,2020.0,129
10796,M. Abdellaoue,Mustafa Abdellaoue,30,65,Norway,Sarpsborg 08 FF,2000,2021.0,4
10797,S. Ringstad,Stian Ringstad,27,65,Norway,FK Haugesund,1000,2019.0,636
10798,K. Tokstad,Kristoffer Tokstad,27,65,Norway,Strømsgodset IF,1000,2020.0,920
10799,M. Bolly,Mathis Gazoa  Kippersund Bolly,28,65,Ivory Coast,Molde FK,2000,2019.0,242
10800,J. Obika,Jonathan Chiedozie Obika,28,65,England,St. Mirren,3000,2021.0,76
10801,Yazalde,Yazalde  Gomes Pinto,30,65,Guinea Bissau,FC Hermannstadt,3000,2021.0,649
10802,Q. Amarikwa,Quincy Obina Amarikwa,31,65,United States,DC United,3000,2019.0,898
10803,Jeong Hyuk,정혁 张赫,33,65,Korea Republic,Jeonbuk Hyundai Motors,3000,2022.0,641
10804,Y. Pehlivan,Yasin Pehlivan,30,65,Austria,Gençlerbirliği SK,4000,2020.0,770
10805,A. Matuszczyk,Adam Matuszczyk,30,65,Poland,KFC Uerdingen 05,3000,2020.0,305
10806,L. Novak,Lee Novak,30,65,England,Scunthorpe United,6000,2020.0,748
10807,Steven Vitória,Steven de Sousa Vitória,32,65,Canada,Moreirense FC,3000,2022.0,169
10808,M. Carretta,Mirko Carretta,28,65,Italy,Cosenza,1000,2021.0,635
10809,G. Kuświk,Grzegorz Kuświk,32,65,Poland,Wisła Płock,2000,2020.0,586
10810,D. Mayor,Danny Mayor,28,65,England,Plymouth Argyle,5000,2021.0,831
10811,P. Tomasik,Piotr Tomasik,31,65,Poland,Wisła Płock,2000,2021.0,749
10812,A. Taylor,Ash Taylor,28,65,Wales,Aberdeen,2000,2021.0,200
10813,M. Lund,Matty Lund,28,65,Northern Ireland,Scunthorpe United,5000,2020.0,78
10814,K. Bennett,Kyle Bennett,28,65,England,Bristol Rovers,3000,2020.0,263
10815,A. Gerbo,Alberto Gerbo,29,65,Italy,Ascoli,1000,2021.0,687
10816,F. Nouble,Frank Nouble,27,65,England,Colchester United,5000,2020.0,380
10817,P. Branduani,Paolo Branduani,30,65,Italy,Castellammare di Stabia,1000,2020.0,592
10818,G. Misuraca,Gianvito Misuraca,29,65,Italy,Pordenone,1000,2021.0,725
10819,L. Brown,Lee Brown,28,65,England,Portsmouth,4000,2020.0,259
10820,N. Miatke,Nils Miatke,29,65,Germany,FSV Zwickau,1000,2020.0,243
10821,T. Parkes,Tom Parkes,27,65,England,Exeter City,3000,2023.0,364
10822,D. Di Quinzio,Davide Di Quinzio,30,65,Italy,Pisa,1000,2021.0,833
10823,D. Amoo,David Amoo,28,65,England,Port Vale,4000,2020.0,8
10824,U. Bangura,Umaru Bangura,31,65,Sierra Leone,FC Zürich,4000,2021.0,451
10825,M. Fayez,Mohammed Fayez,29,65,United Arab Emirates,Al Ain FC,1000,2023.0,374
10826,J. Davidson,Jason  Davidson,28,65,Australia,Ulsan Hyundai FC,2000,2023.0,225
10827,M. Lorentzson,Martin Olof Lorentzson,34,65,Sweden,Örebro SK,2000,2019.0,87
10828,E. Alexander,Eric Alexander,31,65,United States,FC Dallas,2000,2020.0,950
10829,S. Sinovic,Seth Sinovic,32,65,United States,Sporting Kansas City,2000,2019.0,717
10830,J. Jervis,Jake Jervis,27,65,England,Luton Town,5000,2020.0,920
10831,Wang Gang,王刚,30,65,China PR,Beijing Sinobo Guoan FC,4000,2020.0,653
10832,V. Prodell,Viktor Prodell,31,65,Sweden,Örebro SK,2000,2020.0,565
10833,Yang Jun A,양준아 梁准我,30,65,Korea Republic,Incheon United FC,1000,2020.0,970
10834,P. Salomon,Patrick Salomon,31,65,Austria,SV Mattersburg,5000,2020.0,641
10835,D. Escalante,Dionicio Manuel Escalante Moreno,29,65,Mexico,Atlético de San Luis,4000,2020.0,782
10836,M. Novak,Michael Novak,28,65,Austria,Wolfsberger AC,4000,2020.0,2
10837,J. Bertilsson,Johan Bertilsson,31,65,Sweden,Örebro SK,2000,2021.0,270
10838,T. Öztürk,Tanju Öztürk,29,65,Germany,FC Hansa Rostock,2000,2020.0,668
10839,M. Răduț,Mihai Răduț,29,65,Romania,Astra Giurgiu,3000,2021.0,939
