,height_cm,weight_kg,overall,player_positions,preferred_foot,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
10906,175,70,65,2,1,3,2,7,65.0,54.0,59.0,60.0,63.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,44,57,61,62,31,55,55,46,73,65,70,61,67,59,71,51,71,72,63,52,44,64,65,62,59,54,60,67,63,16,7,7,13,8
10907,175,70,65,1,1,3,3,2,69.0,62.0,63.0,67.0,38.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,67,65,65,64,57,67,69,57,57,68,72,66,66,65,64,60,53,65,50,55,38,34,62,63,80,61,55,23,14,9,6,12,8,12
10908,175,74,65,3,1,3,2,4,66.0,43.0,52.0,63.0,59.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,60,43,44,55,26,61,44,41,47,62,63,68,70,62,70,46,86,90,69,38,66,59,68,49,38,54,58,60,72,7,13,13,10,11
10909,190,82,65,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,63.0,62.0,62.0,63.0,49.0,68.0,25,15,12,20,19,25,16,14,21,16,50,48,45,62,48,47,73,32,71,20,37,24,17,39,25,56,17,13,15,63,62,62,68,63
10910,176,74,65,1,1,3,3,4,75.0,61.0,58.0,65.0,35.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,52,65,51,64,55,64,46,43,57,63,74,75,72,63,73,67,64,65,69,50,50,23,66,63,52,65,37,37,35,15,9,11,12,12
10911,174,70,65,2,1,3,3,4,46.0,46.0,62.0,63.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,56,40,49,70,40,63,58,45,69,61,45,46,67,66,72,50,71,54,71,52,57,63,59,56,51,61,68,66,60,11,11,6,6,9
10912,187,85,65,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,62.0,64.0,64.0,48.0,69.0,14,19,16,25,19,13,50,55,17,20,42,53,50,66,56,48,59,24,40,15,18,19,17,35,22,52,18,15,19,60,62,64,69,64
10913,175,68,65,3,0,3,2,1,66.0,61.0,63.0,60.0,63.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,66,55,56,62,47,56,73,71,57,62,63,69,67,62,70,67,68,74,65,68,66,63,63,62,66,55,65,63,59,10,13,15,12,14
10914,174,70,65,3,1,3,2,2,66.0,54.0,61.0,63.0,62.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,69,50,62,63,40,62,60,40,57,59,68,65,72,65,69,70,71,66,64,57,66,62,58,56,33,58,61,64,63,10,11,12,13,11
10915,183,77,65,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,66.0,61.0,63.0,61.0,45.0,65.0,28,20,30,25,20,7,12,23,45,23,41,48,69,68,57,47,56,25,55,20,25,16,15,62,29,55,12,11,13,66,61,63,65,61
10916,184,80,65,2,1,2,2,3,53.0,41.0,61.0,60.0,60.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,53,26,55,66,27,58,54,57,62,64,46,59,57,63,51,59,52,86,77,54,68,58,59,60,46,61,63,61,60,11,13,13,14,12
10917,165,62,65,1,1,3,2,2,79.0,62.0,53.0,72.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,40,60,65,55,58,70,57,48,46,71,76,81,77,63,87,60,71,65,34,64,31,23,70,68,66,58,19,21,22,7,7,11,10,11
10918,172,69,65,2,0,3,2,1,82.0,65.0,65.0,65.0,54.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,66,64,49,71,36,61,59,67,64,65,83,81,82,60,76,71,67,71,58,70,55,59,67,56,59,49,49,59,48,12,9,12,7,10
10919,187,82,65,1,1,4,3,4,82.0,61.0,62.0,64.0,59.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,65,69,48,63,57,29,64,65,80,84,66,62,61,64,73,81,75,57,50,57,60,54,57,61,58,58,59,10,10,11,12,6
10920,174,74,65,3,1,4,2,4,62.0,45.0,52.0,58.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,63,50,61,58,32,56,46,29,56,58,63,62,59,68,74,56,71,69,63,30,56,61,45,37,35,41,65,65,66,15,14,12,11,6
10921,188,76,65,3,1,2,2,4,53.0,31.0,40.0,37.0,64.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,27,31,71,55,29,30,30,21,41,42,55,52,41,58,54,35,61,63,75,21,67,59,39,34,39,61,60,69,67,15,11,12,12,14
10922,179,77,65,2,1,3,2,4,49.0,38.0,64.0,59.0,59.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,65,30,57,69,37,57,30,35,68,64,57,42,54,66,57,49,76,73,72,38,71,70,64,66,38,59,57,59,49,15,10,15,11,12
10923,173,74,65,1,1,3,2,5,58.0,64.0,52.0,63.0,27.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,43,66,72,67,56,63,53,52,33,63,60,56,61,62,63,66,71,54,63,57,38,18,66,49,67,59,24,24,18,9,10,10,6,7
10924,176,62,65,2,0,3,3,4,82.0,56.0,63.0,67.0,62.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,55,57,53,66,53,66,60,58,62,64,82,82,78,58,72,57,76,78,64,53,69,53,65,69,48,60,70,63,58,11,12,13,13,7
10925,179,78,65,3,0,3,2,4,60.0,30.0,56.0,57.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,66,32,67,63,27,56,29,28,61,57,62,58,53,63,59,28,67,67,70,24,57,62,45,45,33,50,65,64,66,15,13,11,10,6
10926,175,69,65,2,1,2,2,4,56.0,45.0,54.0,60.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,45,45,54,64,33,59,29,43,60,62,60,52,62,51,71,56,73,80,59,39,66,72,45,50,36,48,59,71,63,8,13,12,7,14
10927,192,87,65,1,1,3,2,5,33.0,68.0,49.0,52.0,29.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,33,68,71,61,65,54,41,42,40,55,32,34,40,64,30,74,32,62,90,65,36,26,67,55,64,48,12,37,22,15,6,16,7,12
10928,191,76,65,3,1,3,2,4,65.0,26.0,36.0,39.0,65.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,25,24,66,47,24,35,28,32,32,39,63,67,44,50,50,34,66,55,76,22,75,65,23,32,39,57,66,64,61,16,11,6,6,13
10929,183,78,65,3,0,3,2,1,75.0,48.0,63.0,60.0,61.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,64,45,56,62,38,58,73,69,66,61,74,75,67,59,61,66,68,75,77,37,69,63,52,57,49,54,62,63,57,12,16,15,9,16
10930,185,82,65,2,1,4,3,0,58.0,60.0,60.0,65.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,60,55,72,65,40,67,59,39,59,67,51,63,56,65,58,76,76,66,73,62,72,66,60,59,49,62,64,65,65,23,17,18,23,17
10931,175,66,65,2,1,3,3,4,52.0,62.0,67.0,69.0,46.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,66,60,55,70,64,67,74,67,62,69,61,45,73,64,77,68,57,64,53,62,52,44,63,66,60,65,54,44,23,12,14,13,16,13
10932,178,73,65,3,1,3,2,4,70.0,48.0,52.0,64.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,65,57,53,58,31,63,42,33,48,62,69,70,70,60,72,43,59,74,70,39,68,63,49,39,46,55,61,64,63,12,6,11,14,12
10933,185,80,65,1,0,3,2,1,60.0,64.0,43.0,61.0,29.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,34,62,67,48,42,61,57,59,27,66,57,62,51,65,55,75,73,53,70,62,65,24,66,50,62,63,39,15,12,10,6,9,15,9
10934,177,69,65,2,0,3,3,2,75.0,59.0,62.0,66.0,35.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,64,61,41,62,52,64,65,52,62,65,77,73,76,58,72,60,62,77,64,60,42,33,56,60,49,67,33,36,31,15,7,12,14,14
10935,187,80,65,2,1,3,2,4,62.0,46.0,55.0,55.0,64.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,46,43,65,59,40,51,51,37,53,57,55,67,64,59,51,56,53,64,75,48,62,65,46,62,40,57,63,66,62,9,10,15,10,15
10936,180,73,65,2,0,4,3,1,75.0,47.0,63.0,66.0,44.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,71,53,63,63,37,69,66,64,54,60,77,73,68,62,65,49,68,59,67,33,45,23,61,61,45,58,48,46,44,14,8,13,9,10
10937,180,75,65,2,1,3,3,4,73.0,51.0,66.0,68.0,51.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,66,54,45,67,35,68,68,67,66,66,71,75,83,62,64,53,60,67,74,44,72,53,63,65,43,54,45,61,43,10,10,11,14,10
10938,182,71,65,1,0,3,3,1,79.0,45.0,64.0,68.0,57.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,65,47,47,65,42,65,65,69,55,67,82,77,81,64,77,49,54,70,61,31,55,62,60,64,45,59,59,57,54,9,11,11,8,15
10939,181,73,65,2,0,3,3,2,77.0,62.0,57.0,67.0,46.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,53,68,42,62,45,68,57,34,53,65,78,76,73,62,64,66,46,74,71,52,52,41,58,59,46,45,56,44,40,14,15,10,15,7
10940,173,70,65,3,1,4,2,4,76.0,28.0,55.0,65.0,61.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,63,22,45,61,34,64,29,29,56,61,78,75,77,63,80,31,73,65,60,31,63,58,54,47,23,54,63,65,65,7,8,9,11,14
10941,176,70,65,2,1,3,3,0,72.0,60.0,59.0,67.0,59.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,51,54,42,65,49,64,52,43,62,68,75,70,73,72,74,72,39,69,74,65,76,53,60,61,62,68,69,62,50,13,8,16,13,6
10942,188,71,65,2,1,3,3,0,50.0,63.0,60.0,64.0,54.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,39,59,65,67,55,64,71,59,65,66,47,53,57,62,59,69,63,69,70,69,60,48,67,64,54,58,47,60,59,7,12,11,12,16
10943,183,68,65,2,1,2,3,3,56.0,41.0,55.0,58.0,63.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,52,29,49,63,32,57,40,37,59,60,57,55,51,60,64,56,69,79,72,50,76,63,50,51,44,48,62,68,67,13,9,12,7,10
10944,176,65,65,1,1,3,3,4,73.0,60.0,60.0,66.0,26.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,60,61,49,63,57,65,59,43,57,62,74,72,80,62,73,60,73,64,60,57,36,17,64,63,57,62,36,19,14,10,10,7,9,6
10945,174,75,65,3,0,3,3,4,74.0,48.0,60.0,66.0,61.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,59,44,57,65,27,68,56,32,64,65,75,74,66,57,69,55,69,83,75,51,57,58,65,57,38,59,62,64,61,12,14,9,14,9
10946,188,83,65,1,1,4,2,4,39.0,65.0,46.0,57.0,32.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,42,64,77,52,71,60,51,35,33,62,42,36,34,64,41,69,70,54,81,56,72,15,73,49,70,62,25,38,20,7,15,16,14,9
10947,183,70,65,2,1,4,2,1,82.0,62.0,60.0,63.0,33.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,63,63,45,61,39,62,58,57,58,61,85,79,67,64,72,71,47,67,60,63,37,35,55,60,52,59,26,36,33,9,8,9,6,13
10948,180,73,65,2,0,4,3,4,73.0,57.0,62.0,65.0,39.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,62,61,50,64,58,66,55,42,61,64,76,70,66,48,67,59,60,67,62,45,33,33,64,64,46,48,33,43,41,6,15,12,10,13
10949,173,70,65,2,1,4,3,4,72.0,58.0,61.0,68.0,48.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,60,57,37,65,51,65,59,56,58,64,77,67,87,64,85,57,65,78,49,61,35,52,58,61,56,70,48,49,45,12,11,16,15,9
10950,172,65,65,2,0,3,3,4,61.0,63.0,63.0,67.0,48.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,63,62,59,65,61,67,57,52,60,64,60,62,72,61,82,63,56,72,59,67,62,54,69,65,49,55,43,47,43,16,9,12,6,11
10951,188,82,65,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,72.0,65.0,45.0,62.0,15,15,13,24,16,17,18,20,41,20,41,49,37,63,46,54,59,38,72,17,20,23,18,62,23,62,19,20,20,64,64,72,62,65
10952,181,70,65,2,1,3,2,1,59.0,34.0,57.0,60.0,64.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,48,30,60,66,31,58,37,35,63,62,64,55,59,65,66,46,64,82,31,29,60,68,44,55,44,60,69,60,59,12,15,9,15,15
10953,170,66,65,3,0,3,2,0,83.0,48.0,58.0,62.0,60.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,65,35,48,58,40,59,66,70,50,58,83,83,72,68,85,68,81,67,43,62,68,61,52,54,38,53,63,60,62,8,15,11,13,7
10954,186,85,65,3,1,3,2,4,44.0,24.0,38.0,36.0,62.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,22,19,62,60,30,25,25,26,35,48,53,36,34,61,55,38,71,58,81,16,68,67,28,26,32,50,55,65,63,8,12,16,12,15
10955,188,83,65,0,0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,67.0,64.0,45.0,64.0,18,17,16,31,18,12,19,15,19,18,45,45,55,68,50,50,65,31,73,17,19,17,12,21,23,55,10,16,13,63,63,67,64,64
10956,188,88,65,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,65.0,66.0,64.0,61.0,46.0,69.0,19,17,15,34,13,21,14,14,39,15,48,44,33,50,56,48,61,27,80,23,22,19,16,26,22,31,21,12,16,65,66,64,69,61
10957,187,78,65,1,1,3,3,4,74.0,62.0,39.0,63.0,26.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,31,65,70,50,64,63,34,27,24,64,73,74,69,60,56,61,68,70,72,55,65,19,58,45,68,64,26,18,23,8,14,14,7,12
10958,183,84,65,3,1,3,2,4,65.0,44.0,52.0,55.0,63.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,55,33,63,58,42,55,47,30,54,58,63,67,48,60,54,63,75,72,78,48,68,62,45,46,42,50,62,64,62,6,13,14,12,11
10959,181,76,65,3,1,2,2,4,81.0,28.0,56.0,59.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,64,27,54,55,21,59,61,32,62,58,80,81,66,56,59,22,66,72,71,22,67,59,58,49,64,55,65,62,63,6,7,15,8,13
10960,185,76,65,3,1,3,2,4,64.0,36.0,43.0,56.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,29,32,63,58,39,49,37,40,47,64,67,62,64,59,60,48,67,58,71,30,61,58,38,31,43,52,76,62,59,18,14,10,11,18
10961,172,69,65,1,1,3,2,4,84.0,62.0,49.0,69.0,30.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,34,59,53,61,72,72,59,49,43,62,81,87,77,63,80,65,60,63,49,61,41,38,71,46,62,59,22,23,31,12,18,17,18,14
10962,182,71,65,3,1,1,2,4,62.0,38.0,47.0,46.0,66.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,41,33,72,62,51,41,23,31,51,51,61,62,52,48,58,45,71,67,71,34,61,51,23,34,66,42,74,66,66,11,10,13,14,14
10963,175,71,65,2,1,3,2,4,60.0,45.0,63.0,64.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,54,45,41,64,43,68,57,48,74,56,42,74,58,69,71,41,56,71,52,43,74,55,62,67,59,59,64,74,45,16,19,15,16,14
10964,186,80,65,2,1,2,2,4,60.0,49.0,48.0,43.0,68.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,39,43,69,49,45,32,42,43,71,55,63,57,56,53,47,62,66,74,75,52,84,71,32,42,58,51,67,71,55,13,17,11,19,13
10965,182,81,65,1,1,3,3,4,72.0,65.0,62.0,62.0,46.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,65,68,55,58,59,59,61,63,63,63,76,69,72,57,63,65,56,58,72,59,55,53,70,67,71,65,34,50,48,9,9,9,10,13
10966,183,80,65,1,0,4,2,1,61.0,64.0,43.0,60.0,23.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,37,65,62,49,63,55,35,25,38,66,64,58,68,60,58,66,73,51,82,59,45,10,67,51,64,58,30,16,13,7,6,9,8,12
10967,185,78,65,1,1,3,3,4,75.0,60.0,57.0,65.0,39.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,52,65,62,62,51,64,49,40,54,66,73,77,72,58,65,56,64,56,85,55,63,34,65,63,54,67,44,32,29,8,7,10,14,6
10968,173,62,65,1,1,3,3,2,55.0,67.0,57.0,64.0,31.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,37,66,61,64,69,59,51,53,61,67,65,47,74,61,76,69,72,64,55,64,50,32,70,62,67,47,26,26,29,14,9,11,11,8
10969,188,80,65,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,66.0,58.0,63.0,33.0,63.0,12,8,20,16,8,7,14,13,25,19,31,34,39,69,31,44,64,27,56,6,22,9,7,46,16,40,19,11,12,64,66,58,63,63
10970,180,75,65,2,1,4,2,4,71.0,40.0,57.0,60.0,60.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,65,46,57,61,29,58,36,26,55,61,67,74,63,67,62,39,74,79,83,26,61,61,60,57,37,47,60,62,56,8,10,7,12,14
10971,178,74,65,2,1,3,2,4,55.0,34.0,46.0,56.0,67.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,56,31,62,58,31,51,31,32,33,59,53,56,69,65,62,37,55,71,76,35,49,61,42,31,34,59,63,75,74,8,5,14,13,10
10972,165,63,65,2,1,4,3,5,69.0,60.0,62.0,70.0,40.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,59,65,43,68,43,66,57,38,63,68,63,74,93,58,89,54,93,68,50,64,43,28,59,60,43,60,41,43,48,7,7,13,10,12
10973,180,81,65,2,1,2,2,4,58.0,33.0,58.0,51.0,61.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,40,26,66,68,34,47,33,52,68,55,56,59,53,62,58,46,57,72,87,33,70,63,43,59,42,66,62,59,51,11,10,15,10,11
10974,185,82,65,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,66.0,62.0,58.0,66.0,49.0,64.0,13,9,12,21,8,9,13,14,16,16,48,50,62,66,48,44,64,34,72,9,30,11,7,60,10,37,9,14,12,66,62,58,64,66
10975,174,67,65,2,1,4,3,1,73.0,61.0,59.0,66.0,32.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,59,58,55,61,67,67,62,60,56,63,68,77,70,61,65,65,72,80,59,59,56,23,62,59,65,61,44,22,24,6,9,14,12,13
10976,174,70,65,1,1,4,3,4,64.0,63.0,59.0,64.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,52,62,62,65,65,62,62,62,54,65,63,65,69,63,71,68,73,59,67,59,66,21,69,60,68,66,24,31,26,9,11,13,10,13
10977,188,78,65,1,1,3,3,4,48.0,65.0,56.0,58.0,27.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45,68,68,59,64,60,47,59,54,65,46,50,34,63,44,60,54,65,79,62,56,25,65,65,67,68,20,23,19,9,7,13,7,15
10978,185,75,65,2,1,3,2,3,61.0,40.0,56.0,51.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,43,36,48,68,28,48,36,35,65,53,57,64,52,58,60,63,55,69,73,32,52,65,34,53,42,45,65,68,67,14,12,6,14,14
10979,187,78,65,1,1,3,3,4,62.0,61.0,67.0,62.0,53.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,70,64,70,71,55,62,51,49,64,64,61,62,62,57,57,63,63,63,68,59,48,67,62,66,48,64,31,63,48,8,11,9,6,11
10980,178,72,65,2,1,2,3,4,63.0,53.0,63.0,64.0,57.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,60,51,48,66,33,62,51,54,66,65,70,58,70,68,71,59,62,68,67,56,57,64,61,65,46,62,56,56,55,10,15,10,8,15
10981,181,75,65,1,1,3,2,4,74.0,62.0,57.0,66.0,34.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,43,58,58,63,55,66,49,45,57,62,73,74,72,71,63,71,58,59,63,63,55,37,63,65,62,60,24,32,43,7,11,7,11,9
10982,191,76,65,1,1,3,2,2,75.0,63.0,51.0,61.0,23.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,52,65,61,55,62,61,59,48,38,60,73,77,62,61,71,69,59,60,70,55,58,19,60,52,55,58,25,13,19,10,7,8,7,13
10983,180,82,65,2,0,3,2,4,53.0,48.0,62.0,62.0,59.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,60,46,55,64,43,59,48,29,68,63,54,52,68,70,71,54,66,59,73,51,73,66,43,67,41,65,58,59,56,12,6,12,11,6
10984,166,59,65,2,1,4,3,4,62.0,58.0,64.0,66.0,59.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,62,58,41,69,62,65,52,56,64,66,63,62,80,58,65,53,69,60,54,65,50,58,60,62,52,52,59,64,63,9,8,13,14,9
10985,173,66,65,2,1,3,3,4,65.0,60.0,62.0,63.0,63.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,55,57,58,67,43,62,51,50,62,63,66,65,69,50,71,65,82,78,72,68,63,60,58,68,49,56,65,64,60,14,13,12,11,14
10986,179,80,65,3,0,3,2,3,55.0,40.0,59.0,61.0,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,68,35,62,67,28,59,45,35,63,62,59,51,59,63,67,56,61,72,62,39,72,66,43,41,41,65,61,66,66,11,8,9,12,10
10987,193,85,65,3,1,4,2,3,42.0,25.0,40.0,45.0,62.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,25,21,64,52,27,41,24,29,51,50,44,41,40,64,41,32,46,65,86,24,80,63,27,34,37,65,61,62,60,9,5,9,6,8
10988,181,75,65,1,1,4,3,4,81.0,60.0,63.0,64.0,34.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,66,55,42,62,58,62,66,68,57,63,79,82,74,59,76,71,63,67,64,63,52,40,57,65,59,67,29,32,31,8,13,7,9,5
10989,179,70,65,2,1,2,2,4,67.0,59.0,65.0,65.0,49.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,69,63,57,69,49,61,42,30,64,68,71,64,71,63,71,57,74,72,57,54,54,52,59,67,54,72,53,41,45,11,9,14,8,13
10990,181,75,65,2,1,3,2,4,68.0,54.0,63.0,63.0,55.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,56,47,55,68,46,60,56,52,64,67,71,66,66,65,70,65,62,73,69,60,72,61,59,63,50,62,47,58,57,10,12,13,8,9
10991,187,94,65,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,66.0,67.0,68.0,65.0,24.0,70.0,13,7,11,17,6,10,13,13,19,11,26,22,30,38,33,51,54,17,37,5,26,7,8,24,12,28,23,14,13,66,67,68,70,65
10992,180,78,65,3,1,3,2,3,55.0,27.0,49.0,43.0,64.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,41,21,72,65,29,38,32,29,59,45,54,55,48,48,59,45,69,72,72,19,71,53,29,32,36,50,63,71,58,7,12,10,9,11
10993,193,82,65,1,1,3,2,2,70.0,64.0,49.0,63.0,28.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,34,66,63,59,62,61,46,59,37,64,72,68,79,58,55,65,69,67,78,60,61,27,64,53,62,62,31,18,19,13,11,6,10,5
10994,182,73,65,3,1,2,2,7,63.0,31.0,44.0,43.0,64.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,33,22,61,60,29,35,29,33,48,49,64,63,48,56,65,53,80,70,76,28,58,58,27,29,46,43,62,69,67,9,13,8,11,11
10995,172,66,65,1,1,3,3,2,76.0,56.0,66.0,68.0,49.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,57,54,55,75,54,66,55,53,76,69,74,77,68,67,86,65,67,53,54,51,49,33,59,60,61,66,48,53,61,12,6,11,10,11
10996,178,73,65,1,1,3,3,4,72.0,58.0,65.0,68.0,47.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,63,60,43,68,57,67,53,51,70,68,70,73,68,60,82,67,66,60,65,45,56,41,57,62,55,70,60,38,47,6,12,14,6,6
10997,180,76,65,1,1,3,3,0,69.0,63.0,51.0,64.0,29.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,38,67,61,61,53,63,39,32,57,67,68,70,65,57,67,61,62,67,65,59,66,19,64,52,56,61,37,19,18,6,12,5,12,9
10998,174,67,65,2,1,3,3,1,79.0,59.0,59.0,65.0,22.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66,59,32,61,54,66,62,50,60,65,78,79,67,61,60,60,65,64,39,58,53,24,63,50,50,59,18,25,15,9,7,7,13,5
10999,185,77,65,1,1,3,2,0,69.0,63.0,52.0,58.0,24.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,55,66,67,59,57,59,43,36,40,56,68,69,57,68,59,61,71,70,71,59,79,13,67,50,69,61,26,15,22,13,12,9,13,15
11000,173,69,65,2,1,3,2,0,63.0,50.0,65.0,62.0,57.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,62,46,49,71,41,59,63,59,68,66,64,62,56,67,80,65,54,86,63,44,66,53,52,55,52,69,56,63,62,12,11,7,6,10
11001,184,79,65,1,0,2,2,0,73.0,51.0,55.0,58.0,60.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,58,42,53,58,48,60,44,38,54,57,71,75,49,60,64,67,51,90,68,57,73,62,55,52,51,64,60,62,58,5,7,12,6,11
11002,175,70,65,3,1,3,2,4,70.0,47.0,58.0,63.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,63,40,45,60,56,63,58,40,64,63,68,72,59,65,70,57,58,68,63,49,61,63,51,48,41,57,63,66,62,6,8,6,5,11
11003,178,73,65,2,1,3,2,4,76.0,58.0,60.0,62.0,29.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,64,57,46,64,52,61,50,41,55,64,78,75,59,59,69,70,43,69,62,51,32,28,57,62,58,58,26,27,30,6,9,7,5,12
11004,187,82,65,3,1,3,2,7,36.0,43.0,38.0,34.0,63.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,38,37,68,44,30,32,27,27,47,33,37,35,35,63,32,61,53,65,86,44,74,59,34,26,43,50,61,66,66,10,10,9,9,14
11005,183,67,65,2,1,3,3,5,58.0,62.0,68.0,68.0,34.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,66,65,43,68,40,67,67,72,65,68,54,62,68,72,77,63,54,61,47,60,43,27,69,69,58,75,31,37,43,14,6,15,8,11
